data_year,victim_id,offender_id,relationship_id,nibrs_victim_offender_id
2024,210437991,215341515,18,
2024,210438177,215341699,3,
2024,210438063,215341587,19,
2024,210438153,215341678,9,
2024,210438237,215341763,18,
2024,210438277,215341804,5,
2024,210438323,215341848,3,
2024,210438191,215341714,1,
2024,210438343,215341864,16,
2024,211762506,216647110,16,
2024,210438244,215341769,21,
2024,210438254,215341780,16,
2024,210438255,215341780,16,
2024,211762453,216647058,16,
2024,211762487,216647090,1,
2024,211762523,216647127,18,
2024,211762473,216647077,16,
2024,211762507,216647112,1,
2024,211762507,216647113,24,
2024,211762574,216647182,21,
2024,211762605,216647215,1,
2024,211762605,216647216,1,
2024,211762606,216647215,1,
2024,211762606,216647216,1,
2024,217938572,222798586,24,
2024,217938572,222798587,18,
2024,217938573,222798586,24,
2024,217938573,222798587,18,
2024,211762515,216647118,24,
2024,211762515,216647120,24,
2024,211762571,216647176,24,
2024,211762633,216647243,5,
2024,211762665,216647271,1,
2024,211762741,216647353,16,
2024,211762742,216647353,18,
2024,211762575,216647183,16,
2024,211762615,216647224,18,
2024,211762615,216647225,18,
2024,211762615,216647226,18,
2024,211762735,216647345,16,
2024,211762702,216647307,21,
2024,211762801,216647402,5,
2024,211762799,216647395,16,
2024,211762799,216647396,16,
2024,211762843,216647450,1,
2024,211762843,216647451,1,
2024,211762697,216647300,19,
2024,211762697,216647305,19,
2024,211762790,216647398,16,
2024,211762695,216647299,18,
2024,211762736,216647347,24,
2024,211762780,216647385,3,
2024,211762797,216647404,25,
2024,211762797,216647405,3,
2024,211762798,216647404,3,
2024,211762798,216647405,25,
2024,211762833,216647440,1,
2024,211762872,216647484,1,
2024,211762873,216647484,1,
2024,211762739,216647349,1,
2024,211762828,216647433,24,
2024,211762858,216647473,16,
2024,211762903,216647508,1,
2024,217935294,222795307,1,
2024,217935295,222795307,24,
2024,211762834,216647441,15,
2024,211762834,216647442,10,
2024,211762929,216647532,16,
2024,211762890,216647499,3,
2024,211762891,216647499,3,
2024,211763000,216647597,16,
2024,211762938,216647540,1,
2024,211762939,216647540,16,
2024,211763043,216647639,16,
2024,211763047,216647639,16,
2024,211763022,216647619,16,
2024,211763113,216647711,18,
2024,211763151,216647752,1,
2024,211763151,216647753,1,
2024,220856826,225707821,19,
2024,220856859,225707852,24,
2024,220856889,225707881,5,
2024,220856848,225707841,16,
2024,220856873,225707865,1,
2024,220856915,225707911,1,
2024,220856851,225707844,21,
2024,220856912,225707908,14,
2024,220857016,225708012,25,
2024,220857016,225708013,17,
2024,220857017,225708012,5,
2024,220857017,225708013,25,
2024,220856998,225707995,27,
2024,220856881,225707873,3,
2024,220856928,225707925,25,
2024,220856928,225707926,27,
2024,220856929,225707925,27,
2024,220856929,225707926,25,
2024,220856969,225707971,19,
2024,220856969,225707972,16,
2024,220856970,225707971,24,
2024,220856970,225707972,24,
2024,220857023,225708015,14,
2024,220857024,225708015,14,
2024,220857025,225708015,14,
2024,220856996,225707993,3,
2024,220857051,225708031,24,
2024,220856913,225707909,14,
2024,220858222,225709172,17,
2024,220858271,225709220,26,
2024,220857173,225708166,24,
2024,220857121,225708118,16,
2024,220857169,225708162,25,
2024,220857169,225708163,1,
2024,220857171,225708162,1,
2024,220857171,225708163,25,
2024,220857225,225708211,27,
2024,220857275,225708253,25,
2024,220857275,225708254,3,
2024,220857276,225708253,3,
2024,220857276,225708254,25,
2024,220857094,225708084,3,
2024,220857349,225708342,1,
2024,220857351,225708342,1,
2024,220857129,225708124,16,
2024,220857296,225708277,24,
2024,220857197,225708188,1,
2024,220857239,225708228,17,
2024,220857279,225708259,19,
2024,220857278,225708257,16,
2024,220857358,225708351,14,
2024,220857359,225708351,14,
2024,220857330,225708322,26,
2024,220857409,225708393,16,
2024,220857308,225708291,16,
2024,220857308,225708292,16,
2024,220857308,225708293,16,
2024,220857308,225708294,16,
2024,220857308,225708295,16,
2024,220857308,225708296,16,
2024,220857308,225708297,16,
2024,220857308,225708298,16,
2024,220857308,225708299,16,
2024,209613083,214517972,1,
2024,220857491,225708472,24,
2024,220857563,225708545,9,
2024,220857599,225708579,21,
2024,220857480,225708461,25,
2024,220857480,225708462,17,
2024,220857481,225708461,5,
2024,220857481,225708462,25,
2024,220857470,225708453,17,
2024,220857472,225708453,19,
2024,220857473,225708453,19,
2024,220857528,225708510,5,
2024,220857529,225708510,5,
2024,220857690,225708659,22,
2024,220857531,225708512,24,
2024,220857568,225708551,24,
2024,220857728,225708695,1,
2024,220857544,225708525,21,
2024,220857588,225708568,1,
2024,220857630,225708607,25,
2024,220857630,225708608,1,
2024,220857631,225708607,1,
2024,220857631,225708608,25,
2024,220857788,225708758,25,
2024,220857788,225708759,1,
2024,220857789,225708758,1,
2024,220857789,225708759,25,
2024,220857556,225708540,19,
2024,220857557,225708540,19,
2024,220857616,225708594,1,
2024,220857669,225708639,25,
2024,220857669,225708640,1,
2024,220857670,225708639,1,
