yearly_agency_id,agency_id,data_year,ori,legacy_ori,covered_by_legacy_ori,direct_contributor_flag,dormant_flag,dormant_year,reporting_type,ucr_agency_name,ncic_agency_name,pub_agency_name,pub_agency_unit,agency_status,state_id,state_name,state_abbr,state_postal_abbr,division_code,division_name,region_code,region_name,region_desc,agency_type_name,population,submitting_agency_id,sai,submitting_agency_name,suburban_area_flag,population_group_id,population_group_code,population_group_desc,parent_pop_group_code,parent_pop_group_desc,mip_flag,pop_sort_order,summary_rape_def,pe_reported_flag,male_officer,male_civilian,male_officer+male_civilian,female_officer,female_civilian,female_officer+female_civilian,officer_rate,employee_rate,nibrs_cert_date,nibrs_start_date,nibrs_leoka_start_date,nibrs_ct_start_date,nibrs_multi_bias_start_date,nibrs_off_eth_start_date,covered_flag,county_name,msa_name,publishable_flag,participated,nibrs_participated
57322024,5732,2024,IN0190100,IN0190100,,N,N,,I,HUNTINGBURG,HUNTINGBURG PD,Huntingburg,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,City,6527,27128,INUCR0001,Indiana State Police,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,15,0,15,0,1,1,2.3,2.5,2013-01-01,2018-03-01,2018-03-01,2019-07-01,2024-09-01,2019-07-01,N,DUBOIS,Not Specified,Y,Y,Y
57332024,5733,2024,IN0190200,IN0190200,,N,N,,I,JASPER,JASPER PD,Jasper,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,City,16806,27128,INUCR0001,Indiana State Police,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,25,2,27,0,7,7,1.5,2.0,2013-01-01,2018-07-01,2018-07-01,2018-11-01,2024-05-01,2018-11-01,N,DUBOIS,Not Specified,Y,Y,Y
57342024,5734,2024,IN0200000,IN0200000,,N,N,,I,ELKHART,ELKHART CO SO GOSHEN,Elkhart,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,County,111334,27128,INUCR0001,Indiana State Police,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,66,78,144,5,45,50,0.6,1.7,2013-01-01,2015-04-01,2021-07-01,2021-07-01,2021-07-01,2021-07-01,N,ELKHART,"Elkhart-Goshen, IN",Y,Y,Y
57352024,5735,2024,IN0200100,IN0200100,,N,N,,I,ELKHART,ELKHART PD,Elkhart,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,City,53357,27128,INUCR0001,Indiana State Police,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,114,18,132,7,21,28,2.3,3.0,2013-01-01,2020-01-01,2020-01-01,2020-06-01,2020-06-01,2020-06-01,N,ELKHART,"Elkhart-Goshen, IN",Y,Y,Y
57362024,5736,2024,IN0200200,IN0200200,,N,N,,I,GOSHEN,GOSHEN PD,Goshen,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,City,34308,27128,INUCR0001,Indiana State Police,N,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,63,4,67,3,7,10,1.9,2.2,2013-01-01,2019-11-01,2019-11-01,2020-05-01,2020-05-01,2020-05-01,N,ELKHART,"Elkhart-Goshen, IN",Y,Y,Y
57372024,5737,2024,IN0200300,IN0200300,,N,N,,I,NAPPANEE,NAPPANEE PD,Nappanee,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,City,6845,27128,INUCR0001,Indiana State Police,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,21,1,22,0,1,1,3.1,3.4,2013-01-01,2020-04-01,2020-04-01,2020-05-01,2020-05-01,2020-05-01,N,"ELKHART, KOSCIUSKO","Elkhart-Goshen, IN",Y,Y,Y
57392024,5739,2024,IN0210100,IN0210100,,N,N,,I,CONNERSVILLE,CONNERSVILLE PD,Connersville,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,City,13289,27128,INUCR0001,Indiana State Police,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,N,,,,,,,,,2013-01-01,2024-06-01,2024-06-01,2024-06-01,2024-06-01,2024-06-01,N,FAYETTE,Not Specified,Y,Y,Y
57402024,5740,2024,IN0220000,IN0220000,,N,N,,I,FLOYD,FLOYD CO SO NEW ALBANY,Floyd,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,County,40393,27128,INUCR0001,Indiana State Police,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,N,,,,,,,,,2013-01-01,2021-01-01,2021-04-01,2021-04-01,2021-04-01,2021-04-01,N,FLOYD,"Louisville/Jefferson County, KY-IN",Y,Y,Y
57412024,5741,2024,IN0220100,IN0220100,,N,N,,I,NEW ALBANY,NEW ALBANY PD,New Albany,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,City,37174,27128,INUCR0001,Indiana State Police,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,64,3,67,6,3,9,1.9,2.0,2013-01-01,2020-01-01,2020-01-01,2021-01-01,2021-01-01,2021-01-01,N,FLOYD,"Louisville/Jefferson County, KY-IN",Y,Y,Y
57422024,5742,2024,IN0220200,IN0220200,,N,N,,I,INDIANA UNIV: SOUTHEAST,INDIANA UNIV PD NEW ALBANY,Indiana University:,Southeast,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,University or College,0,27128,INUCR0001,Indiana State Police,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,0,0,2013-01-01,2021-08-01,2022-08-01,2022-08-01,2022-08-01,2022-08-01,N,FLOYD,"Louisville/Jefferson County, KY-IN",Y,Y,Y
57472024,5747,2024,IN0240000,IN0240000,,N,N,,I,FRANKLIN,FRANKLIN CO SO BROOKVILLE,Franklin,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,County,18667,27128,INUCR0001,Indiana State Police,Y,21,9C,"MSA counties from 10,000 thru 24,999",9,MSA Counties,N,21,,Y,16,12,28,0,7,7,0.9,1.9,2013-01-01,2021-02-01,2022-09-01,2022-09-01,2023-02-01,2022-09-01,N,FRANKLIN,"Cincinnati, OH-KY-IN",Y,Y,Y
57482024,5748,2024,IN0240100,IN0240100,,N,N,,I,BROOKVILLE,BROOKVILLE PD,Brookville,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,City,2650,27128,INUCR0001,Indiana State Police,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,8,0,8,1,0,1,3.4,3.4,2013-01-01,2019-06-01,2019-06-01,2019-09-01,2019-09-01,2019-09-01,N,FRANKLIN,"Cincinnati, OH-KY-IN",Y,Y,Y
57512024,5751,2024,IN0260000,IN0260000,,N,N,,I,GIBSON,GIBSON CO SO PRINCETON,Gibson,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,County,22349,27128,INUCR0001,Indiana State Police,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,17,15,32,1,12,13,0.8,2.0,2013-01-01,2021-01-01,2021-07-01,2021-07-01,2021-07-01,2021-07-01,N,GIBSON,Not Specified,Y,Y,Y
57542024,5754,2024,IN0270000,IN0270000,,N,N,,I,GRANT,GRANT CO SO MARION,Grant,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,County,29665,27128,INUCR0001,Indiana State Police,N,14,8B,"Non-MSA counties from 25,000 thru 99,999",8,Non-MSA Counties,N,14,,Y,38,31,69,2,20,22,1.3,3.1,2013-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,GRANT,Not Specified,Y,Y,Y
57552024,5755,2024,IN0270100,IN0270100,,N,N,,I,GAS CITY,GAS CITY PD,Gas City,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,City,6075,27128,INUCR0001,Indiana State Police,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,11,0,11,2,0,2,2.1,2.1,2013-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,GRANT,Not Specified,Y,Y,Y
57562024,5756,2024,IN0270200,IN0270200,,N,N,,I,MARION,MARION PD,Marion,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,City,28057,27128,INUCR0001,Indiana State Police,N,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,45,2,47,2,6,8,1.7,2.0,2013-01-01,2021-08-01,2021-08-01,2021-08-01,2022-11-01,2022-11-01,N,GRANT,Not Specified,Y,Y,Y
57572024,5757,2024,IN0270300,IN0270300,,N,N,,I,FAIRMOUNT,FAIRMOUNT PD,Fairmount,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,City,2654,27128,INUCR0001,Indiana State Police,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,6,0,6,0,1,1,2.3,2.6,2013-01-01,2022-01-01,2023-05-01,2023-05-01,2023-05-01,2023-05-01,N,GRANT,Not Specified,Y,Y,Y
57582024,5758,2024,IN0280000,IN0280000,,N,N,,I,GREENE,GREENE CO SO BLOOMFIELD,Greene,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,County,20554,27128,INUCR0001,Indiana State Police,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,N,,,,,,,,,2013-01-01,2019-03-01,2019-03-01,2019-07-01,2019-07-01,2019-07-01,N,GREENE,Not Specified,Y,Y,Y
57592024,5759,2024,IN0280200,IN0280200,,N,N,,I,JASONVILLE,JASONVILLE PD,Jasonville,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,City,2015,27128,INUCR0001,Indiana State Police,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,5,0,5,0,0,0,2.5,2.5,2013-01-01,2022-01-01,2022-01-01,2022-01-01,2024-05-01,2024-05-01,N,GREENE,Not Specified,Y,Y,Y
57602024,5760,2024,IN0280300,IN0280300,,N,N,,I,LINTON,LINTON PD,Linton,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,City,5213,27128,INUCR0001,Indiana State Police,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,8,2,10,1,5,6,1.7,3.1,2013-01-01,2019-04-01,2019-04-01,2019-07-01,2019-07-01,2019-07-01,N,GREENE,Not Specified,Y,Y,Y
57612024,5761,2024,IN0290000,IN0290000,,N,N,,I,HAMILTON,HAMILTON CO SO NOBLESVILLE,Hamilton,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,County,25053,27128,INUCR0001,Indiana State Police,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,58,120,178,3,54,57,2.4,9.4,2013-01-01,2020-05-01,2020-05-01,2020-09-01,2020-09-01,2020-09-01,N,HAMILTON,"Indianapolis-Carmel-Greenwood, IN",Y,Y,Y
57622024,5762,2024,IN0290100,IN0290100,,N,N,,I,CARMEL,CARMEL PD,Carmel,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,City,103107,27128,INUCR0001,Indiana State Police,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,129,21,150,22,17,39,1.5,1.8,2013-01-01,2020-04-01,2020-04-01,2020-09-01,2020-09-01,2020-09-01,N,HAMILTON,"Indianapolis-Carmel-Greenwood, IN",Y,Y,Y
57632024,5763,2024,IN0290200,IN0290200,,N,N,,I,NOBLESVILLE,NOBLESVILLE PD,Noblesville,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,City,75216,27128,INUCR0001,Indiana State Police,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,92,2,94,10,12,22,1.4,1.5,2013-01-01,2020-06-01,2020-06-01,2020-10-01,2020-10-01,2020-10-01,N,HAMILTON,"Indianapolis-Carmel-Greenwood, IN",Y,Y,Y
57642024,5764,2024,IN0290400,IN0290400,,N,N,,I,WESTFIELD,WESTFIELD PD,Westfield,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,City,61845,27128,INUCR0001,Indiana State Police,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,64,0,64,10,7,17,1.2,1.3,2013-01-01,2013-01-01,2013-01-01,2020-10-01,2020-10-01,2020-10-01,N,HAMILTON,"Indianapolis-Carmel-Greenwood, IN",Y,Y,Y
57652024,5765,2024,IN0290700,IN0290700,,N,N,,I,FISHERS,FISHERS PD,Fishers,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,City,105680,27128,INUCR0001,Indiana State Police,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,115,5,120,10,14,24,1.2,1.4,2013-01-01,2020-05-01,2020-05-01,2020-09-01,2020-09-01,2020-09-01,N,HAMILTON,"Indianapolis-Carmel-Greenwood, IN",Y,Y,Y
57662024,5766,2024,IN0300000,IN0300000,,N,N,,I,HANCOCK,HANCOCK CO SO GREENFIELD,Hancock,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,County,36399,27128,INUCR0001,Indiana State Police,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,44,52,96,5,17,22,1.3,3.2,2013-01-01,2015-03-01,2015-03-01,2018-02-01,2021-10-01,2018-02-01,N,HANCOCK,"Indianapolis-Carmel-Greenwood, IN",Y,Y,Y
57672024,5767,2024,IN0300100,IN0300100,,N,N,,I,GREENFIELD,GREENFIELD PD,Greenfield,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,City,26755,27128,INUCR0001,Indiana State Police,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,N,,,,,,,,,2013-01-01,2018-01-01,2018-01-01,2018-05-01,2021-09-01,2018-05-01,N,HANCOCK,"Indianapolis-Carmel-Greenwood, IN",Y,Y,Y
57682024,5768,2024,IN0310000,IN0310000,,N,N,,I,HARRISON,HARRISON CO SO CORYDON,Harrison,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,County,37161,27128,INUCR0001,Indiana State Police,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,N,,,,,,,,,2013-01-01,2021-01-01,2021-07-01,2021-07-01,2021-07-01,2021-07-01,N,HARRISON,"Louisville/Jefferson County, KY-IN",Y,Y,Y
57702024,5770,2024,IN0320000,IN0320000,,N,N,,I,HENDRICKS,HENDRICKS CO SO DANVILLE,Hendricks,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,County,75446,27128,INUCR0001,Indiana State Police,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,57,52,109,2,26,28,0.8,1.8,2013-01-01,2015-04-01,2015-04-01,2017-08-01,2020-03-01,2017-08-01,N,HENDRICKS,"Indianapolis-Carmel-Greenwood, IN",Y,Y,Y
57712024,5771,2024,IN0320100,IN0320100,,N,N,,I,BROWNSBURG,BROWNSBURG PD,Brownsburg,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,City,33343,27128,INUCR0001,Indiana State Police,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,57,3,60,6,5,11,1.9,2.1,2013-01-01,2020-01-01,2020-01-01,2020-03-01,2020-03-01,2020-03-01,N,HENDRICKS,"Indianapolis-Carmel-Greenwood, IN",Y,Y,Y
57722024,5772,2024,IN0320200,IN0320200,,N,N,,I,DANVILLE,DANVILLE PD,Danville,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,City,11830,27128,INUCR0001,Indiana State Police,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,18,0,18,2,2,4,1.7,1.9,2013-01-01,2020-03-01,2020-03-01,2021-01-01,2021-01-01,2021-01-01,N,HENDRICKS,"Indianapolis-Carmel-Greenwood, IN",Y,Y,Y
57732024,5773,2024,IN0320300,IN0320300,,N,N,,I,PLAINFIELD,PLAINFIELD PD,Plainfield,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,City,37790,27128,INUCR0001,Indiana State Police,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,63,3,66,3,5,8,1.7,2.0,2013-01-01,2019-07-01,2019-07-01,2020-03-01,2020-03-01,2020-03-01,N,HENDRICKS,"Indianapolis-Carmel-Greenwood, IN",Y,Y,Y
57742024,5774,2024,IN0321100,IN0321100,,N,N,,I,AVON,AVON POLICE DEPARTMENT,Avon,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,City,25147,27128,INUCR0001,Indiana State Police,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,N,,,,,,,,,2013-01-01,2017-05-01,2017-05-01,2017-08-01,2020-03-01,2017-08-01,N,HENDRICKS,"Indianapolis-Carmel-Greenwood, IN",Y,Y,Y
57752024,5775,2024,IN0330000,IN0330000,,N,N,,I,HENRY,HENRY CO SO NEW CASTLE,Henry,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,County,31681,27128,INUCR0001,Indiana State Police,N,14,8B,"Non-MSA counties from 25,000 thru 99,999",8,Non-MSA Counties,N,14,,Y,26,26,52,1,13,14,0.9,2.1,2013-01-01,2020-04-01,2021-04-01,2021-04-01,2021-04-01,2021-04-01,N,HENRY,Not Specified,Y,Y,Y
57762024,5776,2024,IN0330200,IN0330200,,N,N,,I,NEW CASTLE,NEW CASTLE PD,New Castle,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,City,17306,27128,INUCR0001,Indiana State Police,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,N,,,,,,,,,2013-01-01,2024-01-01,2024-01-01,2024-01-01,2024-01-01,2024-01-01,N,HENRY,Not Specified,Y,Y,Y
57772024,5777,2024,IN0340000,IN0340000,,N,N,,I,HOWARD,HOWARD CO SO KOKOMO,Howard,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,County,23059,27128,INUCR0001,Indiana State Police,Y,21,9C,"MSA counties from 10,000 thru 24,999",9,MSA Counties,N,21,,Y,38,65,103,2,41,43,1.7,6.3,2013-01-01,2019-02-01,2019-02-01,2020-11-01,2020-11-01,2020-11-01,N,HOWARD,"Kokomo, IN",Y,Y,Y
57782024,5778,2024,IN0340100,IN0340100,,N,N,,I,KOKOMO,KOKOMO PD,Kokomo,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,City,59995,27128,INUCR0001,Indiana State Police,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,75,2,77,3,17,20,1.3,1.6,2013-01-01,2020-01-01,2020-01-01,2020-08-01,2020-08-01,2020-08-01,N,HOWARD,"Kokomo, IN",Y,Y,Y
57802024,5780,2024,IN0350000,IN0350000,,N,N,,I,HUNTINGTON,HUNTINGTON CO SO HUNTINGTON,Huntington,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,County,18268,27128,INUCR0001,Indiana State Police,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,N,,,,,,,,,2013-01-01,2019-06-01,2021-04-01,2021-04-01,2021-04-01,2021-04-01,N,HUNTINGTON,Not Specified,Y,Y,Y
57812024,5781,2024,IN0350100,IN0350100,,N,N,,I,HUNTINGTON,HUNTINGTON PD,Huntington,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,City,16985,27128,INUCR0001,Indiana State Police,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,32,2,34,3,1,4,2.1,2.2,2013-01-01,2020-01-01,2020-01-01,2020-08-01,2020-08-01,2020-08-01,N,HUNTINGTON,Not Specified,Y,Y,Y
57822024,5782,2024,IN0360000,IN0360000,,N,N,,I,JACKSON,JACKSON CO SO BROWNSTOWN,Jackson,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,County,22015,27128,INUCR0001,Indiana State Police,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,19,31,50,0,20,20,0.9,3.2,2013-01-01,2020-07-01,2020-07-01,2020-11-01,2020-11-01,2020-11-01,N,JACKSON,Not Specified,Y,Y,Y
57842024,5784,2024,IN0360200,IN0360200,,N,N,,I,SEYMOUR,SEYMOUR PD,Seymour,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,City,21678,27128,INUCR0001,Indiana State Police,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,44,9,53,2,8,10,2.1,2.9,2013-01-01,2020-02-01,2020-02-01,2021-02-01,2021-02-01,2021-02-01,N,JACKSON,Not Specified,Y,Y,Y
57872024,5787,2024,IN0380000,IN0380000,,N,N,,I,JAY,JAY CO SO PORTLAND,Jay,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,County,11903,27128,INUCR0001,Indiana State Police,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,14,16,30,0,14,14,1.2,3.7,2013-01-01,2022-01-01,2023-02-01,2023-02-01,2023-02-01,2023-02-01,N,JAY,Not Specified,Y,Y,Y
57922024,5792,2024,IN0400000,IN0400000,,N,N,,I,JENNINGS,JENNINGS CO SO VERNON,Jennings,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,County,21231,27128,INUCR0001,Indiana State Police,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,N,,,,,,,,,2013-01-01,2021-01-01,2021-04-01,2021-04-01,2021-04-01,2021-04-01,N,JENNINGS,Not Specified,Y,Y,Y
57932024,5793,2024,IN0400100,IN0400100,,N,N,,I,NORTH VERNON,NORTH VERNON PD,North Vernon,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,City,6553,27128,INUCR0001,Indiana State Police,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,N,,,,,,,,,2013-01-01,2021-01-01,2021-07-01,2021-07-01,2021-07-01,2021-07-01,N,JENNINGS,Not Specified,Y,Y,Y
57942024,5794,2024,IN0410000,IN0410000,,N,N,,I,JOHNSON,JOHNSON CO SO FRANKLIN,Johnson,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,County,47503,27128,INUCR0001,Indiana State Police,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,126,6,132,29,11,40,3.3,3.6,2013-01-01,2018-10-01,2018-10-01,2019-09-01,2019-09-01,2019-09-01,N,JOHNSON,"Indianapolis-Carmel-Greenwood, IN",Y,Y,Y
57952024,5795,2024,IN0410100,IN0410100,,N,N,,I,EDINBURGH,EDINBURG PD,Edinburgh,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,City,4425,27128,INUCR0001,Indiana State Police,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,13,0,13,1,1,2,3.2,3.4,2013-01-01,2019-09-01,2019-09-01,2020-03-01,2020-03-01,2020-03-01,N,"BARTHOLOMEW, JOHNSON, SHELBY","Columbus, IN",Y,Y,Y
57962024,5796,2024,IN0410200,IN0410200,,N,N,,I,FRANKLIN,FRANKLIN PD,Franklin,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,City,26089,27128,INUCR0001,Indiana State Police,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,54,2,56,2,5,7,2.1,2.4,2013-01-01,2019-09-01,2019-09-01,2020-03-01,2020-03-01,2020-03-01,N,JOHNSON,"Indianapolis-Carmel-Greenwood, IN",Y,Y,Y
57972024,5797,2024,IN0410300,IN0410300,,N,N,,I,GREENWOOD,GREENWOOD PD,Greenwood,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,City,67086,27128,INUCR0001,Indiana State Police,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,67,2,69,6,7,13,1.1,1.2,2013-01-01,2020-06-01,2020-06-01,2020-08-01,2020-08-01,2020-08-01,N,JOHNSON,"Indianapolis-Carmel-Greenwood, IN",Y,Y,Y
57982024,5798,2024,IN0410400,IN0410400,,N,N,,I,NEW WHITELAND,NEW WHITELAND PD,New Whiteland,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,City,5843,27128,INUCR0001,Indiana State Police,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,8,0,8,1,1,2,1.5,1.7,2013-01-01,2019-06-01,2019-06-01,2019-09-01,2019-09-01,2019-09-01,N,JOHNSON,"Indianapolis-Carmel-Greenwood, IN",Y,Y,Y
57992024,5799,2024,IN0410500,IN0410500,,N,N,,I,PRINCE'S LAKES,PRINCES LAKE PD NINEVEH,Prince's Lakes,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,City,1370,27128,INUCR0001,Indiana State Police,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,3,0,3,0,0,0,2.2,2.2,2013-01-01,2021-01-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,N,JOHNSON,"Indianapolis-Carmel-Greenwood, IN",Y,Y,Y
58002024,5800,2024,IN0410800,IN0410800,,N,N,,I,BARGERSVILLE,BARGERSVILLE PD,Bargersville,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,City,11568,27128,INUCR0001,Indiana State Police,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,14,0,14,2,1,3,1.4,1.5,2013-01-01,2019-05-01,2019-05-01,2019-07-01,2019-07-01,2019-07-01,N,JOHNSON,"Indianapolis-Carmel-Greenwood, IN",Y,Y,Y
58012024,5801,2024,IN0420000,IN0420000,,N,N,,I,KNOX,KNOX COUNTY POLICE DEPARTMENT,Knox,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,County,16655,27128,INUCR0001,Indiana State Police,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,32,26,58,1,14,15,2.0,4.4,2013-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,KNOX,Not Specified,Y,Y,Y
58032024,5803,2024,IN0420200,IN0420200,,N,N,,I,VINCENNES,VINCENNES PD,Vincennes,,A,19,Indiana,IN,IN,3,East North Central,2,Midwest,Region II,City,16535,27128,INUCR0001,Indiana State Police,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,33,3,36,3,2,5,2.2,2.5,2013-01-01,2019-12-01,2019-12-01,2020-03-01,2020-03-01,2020-03-01,N,KNOX,Not Specified,Y,Y,Y
