data_year,victim_id,injury_id
2024,219693526,4
2024,219693432,4
2024,219693468,5
2024,229496502,5
2024,219693385,1
2024,219693385,8
2024,219693500,5
2024,219693533,5
2024,219693534,5
2024,219693470,4
2024,219693486,4
2024,219693518,4
2024,219693525,4
2024,220859202,4
2024,220859264,5
2024,220859322,5
2024,220859316,4
2024,229496608,5
2024,220859306,4
2024,220859277,4
2024,225402859,5
2024,225402732,5
2024,225402819,8
2024,225402876,4
2024,227369568,5
2024,225402832,4
2024,229496612,5
2024,225402867,4
2024,225402869,4
2024,225402979,5
2024,206969120,5
2024,206969050,5
2024,206969242,4
2024,206969243,4
2024,206969338,5
2024,206969240,4
2024,206969241,5
2024,206969479,4
2024,206969340,4
2024,206969393,4
2024,206969431,4
2024,206969537,4
2024,206969347,4
2024,208797176,2
2024,206969454,4
2024,206969455,4
2024,206969649,4
2024,206969641,2
2024,206969556,5
2024,206969587,2
2024,206969609,2
2024,206969638,5
2024,206969640,5
2024,206969700,5
2024,206969729,5
2024,206969613,4
2024,206969671,2
2024,206969709,2
2024,206969710,4
2024,206969744,5
2024,206969664,5
2024,206969699,4
2024,206969836,4
2024,206969705,4
2024,206969878,2
2024,206969749,4
2024,206969908,5
2024,206970019,4
2024,206969882,4
2024,206969914,4
2024,206970197,4
2024,206969845,4
2024,206969877,2
2024,206970033,5
2024,206969978,5
2024,206969979,5
2024,206970148,4
2024,206970015,4
2024,206970008,2
2024,206970009,2
2024,206970048,4
2024,208797187,5
2024,208797188,5
2024,208797370,4
2024,208797404,2
2024,208797350,4
2024,208797351,4
2024,217935309,4
2024,208797271,4
2024,208797203,5
2024,208797424,4
2024,208797220,5
2024,208797442,4
2024,208797443,4
2024,208797448,5
2024,208797457,4
2024,208797494,2
2024,208797544,4
2024,208797513,4
2024,208797514,4
2024,208797555,4
2024,208797535,4
2024,208797481,5
2024,208797483,5
2024,208797596,7
2024,208797467,4
2024,208797503,4
2024,208797610,4
2024,208797646,4
2024,208797588,4
2024,208797589,4
2024,208797722,5
2024,208797608,2
2024,208797609,2
2024,208797742,4
2024,208797743,4
2024,208797691,2
2024,208797720,5
2024,208797791,5
2024,208797845,4
2024,208797678,5
2024,208797707,4
2024,208797708,4
2024,208797898,5
2024,208797939,5
2024,208797945,2
2024,208797977,5
2024,208797978,5
2024,208797820,5
2024,208797821,4
2024,208797864,4
2024,208797995,4
2024,208797989,5
2024,208798018,5
2024,208797893,5
2024,208797894,5
2024,208798014,4
2024,208798012,5
2024,208798013,5
2024,208797921,4
2024,208798032,4
2024,208798082,2
2024,208798001,2
2024,208797990,2
2024,208798105,5
2024,208798174,2
2024,208798055,2
2024,208798083,4
2024,208798135,5
2024,208798202,5
2024,208798181,4
2024,208798226,2
2024,208798257,4
2024,208798291,4
2024,208798247,4
2024,208798338,4
2024,208798339,4
2024,208798348,5
2024,208798249,4
2024,208798335,4
2024,208798369,2
2024,208798377,4
2024,208798356,4
2024,208798321,4
2024,208798322,4
2024,208798500,4
2024,208798422,4
2024,210436098,5
2024,210436225,5
2024,210436267,4
2024,210436097,4
2024,210436363,2
2024,210436364,2
2024,210436365,2
2024,210436410,4
2024,210436116,5
2024,210436198,4
2024,210436201,4
2024,210436280,4
2024,210436281,4
2024,210436327,4
2024,210436467,5
2024,210436693,2
2024,210436694,2
2024,210436747,2
2024,210436728,5
2024,210436729,5
2024,210436794,4
2024,210436642,4
2024,210436702,4
2024,210436675,6
2024,210436676,4
2024,210436754,5
2024,210436718,4
2024,210436719,5
2024,210436722,4
2024,210436761,2
2024,210436807,4
2024,210436808,4
2024,210436714,5
2024,210436772,5
2024,210436866,3
2024,210436896,5
2024,210436888,4
2024,210436997,2
2024,210436984,2
2024,210436965,5
2024,210437008,2
2024,210436969,6
2024,210437141,5
2024,210437142,5
2024,210437151,6
2024,210437114,5
2024,210437299,2
2024,210437111,4
2024,210437169,5
2024,210437243,4
2024,210437154,4
2024,210437155,4
2024,217935429,5
2024,217935430,5
2024,217935431,5
2024,210437290,5
2024,210437291,5
2024,210437387,5
2024,210437341,4
2024,210437342,4
2024,210437339,5
2024,210437369,5
2024,210437577,4
2024,210437578,4
2024,210437413,4
2024,210437452,4
2024,210437466,5
2024,210437508,4
2024,210437502,5
2024,210437599,5
2024,210437635,4
2024,210437531,5
2024,210437644,5
2024,210437683,2
2024,210437726,4
2024,210437630,5
2024,210437663,4
2024,210437722,4
2024,210437730,5
2024,210437766,2
2024,210437819,5
2024,210437744,5
2024,210437829,5
2024,210437830,5
2024,210437871,3
2024,210437875,4
2024,210437859,5
2024,210437860,5
2024,210437898,4
2024,210438194,2
2024,210438015,4
2024,210438054,5
2024,210438088,4
2024,210438150,2
2024,210438150,3
2024,210438150,6
2024,210437991,5
2024,210438177,2
2024,210438063,5
2024,210438153,4
2024,210438277,5
2024,210438323,5
2024,210438191,5
2024,210438343,4
2024,210438244,5
2024,210438254,4
2024,210438255,4
2024,211762487,4
2024,211762473,4
2024,211762507,4
2024,211762574,4
2024,211762605,4
2024,211762606,5
2024,211762515,5
2024,211762633,4
2024,211762665,4
2024,211762741,5
2024,211762742,5
2024,211762702,4
2024,211762801,4
2024,211762799,5
2024,211762843,4
2024,211762697,5
2024,211762790,5
2024,211762780,4
2024,211762797,5
2024,211762798,5
2024,211762872,4
2024,211762873,2
2024,211762873,4
2024,211762739,4
2024,211762828,4
2024,211762903,4
2024,211762834,4
2024,211762890,4
