data_year,criminal_act_id,offense_id
2024,6,228685894
2024,9,228685975
2024,9,228685944
2024,9,228686061
2024,9,228685964
2024,9,228686100
2024,9,228685948
2024,9,228685995
2024,9,228685973
2024,9,228686004
2024,9,228686175
2024,9,228686226
2024,9,228686020
2024,9,228686082
2024,9,228686201
2024,9,228686081
2024,9,228686164
2024,9,228686160
2024,9,228686250
2024,9,228686295
2024,9,228686246
2024,9,228686196
2024,9,228686330
2024,9,228686421
2024,9,228686287
2024,9,228686496
2024,9,228686605
2024,9,228686325
2024,9,228686395
2024,9,228686438
2024,9,228686495
2024,6,228686362
2024,6,228686363
2024,9,228686422
2024,9,228686472
2024,9,228686425
2024,9,228686565
2024,9,228686617
2024,9,228686424
2024,9,228686608
2024,9,228686683
2024,9,228686737
2024,9,228686801
2024,9,228686676
2024,9,228686592
2024,9,228686693
2024,9,228686803
2024,9,228686603
2024,6,228686775
2024,9,228686812
2024,6,228686837
2024,3,228686862
2024,9,228686858
2024,6,228686911
2024,6,228686949
2024,9,228687005
2024,9,228686959
2024,9,228687373
2024,9,228687098
2024,9,228686924
2024,6,228686971
2024,6,228686972
2024,9,228687155
2024,9,228687252
2024,9,228687255
2024,6,228687309
2024,6,228687310
2024,6,228687307
2024,9,228687171
2024,9,228687202
2024,9,228687435
2024,9,228687188
2024,9,228687225
2024,9,228687461
2024,3,228687288
2024,9,228687370
2024,6,228687316
2024,9,228687360
2024,9,228687361
2024,9,228687500
2024,9,228687545
2024,9,228687423
2024,9,228687424
2024,9,228687465
2024,9,228687466
2024,9,228687496
2024,9,232414535
2024,3,238216786
2024,8,238216863
2024,8,238216864
2024,8,238216939
2024,6,238217200
2024,6,238217231
2024,6,238217232
2024,3,238217167
2024,8,241818700
2024,8,241818701
2024,3,238217333
2024,8,238217466
2024,6,243952405
2024,8,238217525
2024,8,238217526
2024,8,238217601
2024,6,241816498
2024,8,238217691
2024,8,238217692
2024,6,238217763
2024,6,238217932
2024,8,238218046
2024,8,238218214
2024,8,238218133
2024,6,238218242
2024,6,238218243
2024,3,238218310
2024,6,241816572
2024,6,241816573
2024,8,238218697
2024,6,238218799
2024,6,238218741
2024,14,238218922
2024,8,238218856
2024,8,238218857
2024,6,238218950
2024,6,238218951
2024,8,241816518
2024,8,241816519
2024,6,238219081
2024,6,238219310
2024,6,238219396
2024,6,238219255
2024,6,238219444
2024,6,238219546
2024,6,238219547
2024,6,238219522
2024,3,238219690
2024,6,238219796
2024,6,238219727
2024,6,238219728
2024,6,238219733
2024,6,238219734
2024,10,238219764
2024,6,238219615
2024,8,238219769
2024,6,238219873
2024,6,238219998
2024,6,238219999
2024,6,241816815
2024,8,241816809
2024,8,241816810
2024,6,241816833
2024,6,241816834
2024,6,241817046
2024,6,241819147
2024,6,241816996
2024,6,241816997
2024,6,241817257
2024,6,241817305
2024,6,241817306
2024,6,241817307
2024,6,241817621
2024,6,241817713
2024,6,241817720
2024,6,241817735
2024,6,241817876
2024,6,241818070
2024,6,241818214
2024,6,241818215
2024,6,241820178
2024,6,241820179
2024,6,241818301
2024,6,241818326
2024,6,241820254
2024,8,241820523
2024,8,241820569
2024,8,241820570
2024,6,241820549
2024,6,241820599
2024,6,241820574
2024,6,241820676
2024,6,241820768
2024,6,241820769
2024,6,241820789
2024,6,241820790
2024,6,241820978
2024,6,241820910
2024,6,241820911
2024,6,241821002
2024,6,241821194
2024,6,241821197
2024,8,241821203
2024,8,241821204
2024,8,241821721
2024,8,241821722
2024,6,241821733
2024,8,241821958
2024,6,241822010
2024,6,241822044
2024,6,241822236
2024,9,219786929
2024,9,223238645
2024,9,219787000
2024,9,219787032
2024,9,219786914
2024,9,219786928
2024,9,219787016
2024,9,230312482
2024,9,219787006
2024,9,219787023
2024,9,219787094
2024,9,219786972
2024,9,219787001
2024,9,219787042
2024,6,221398120
2024,6,221398121
2024,9,219787121
2024,9,219787250
2024,8,230317459
2024,9,219787241
2024,9,219787242
2024,6,230317344
2024,9,219787370
2024,9,219787371
2024,9,219787196
2024,9,221397327
2024,9,219787294
2024,6,219787205
2024,9,219787300
2024,9,219787333
2024,9,219787374
2024,6,219787233
2024,9,219787254
2024,9,219787344
2024,9,219787415
2024,9,219787488
2024,9,219787325
2024,9,228687487
2024,9,239867957
2024,9,232416222
2024,9,228687582
2024,9,228687583
2024,9,228687681
2024,9,228687529
2024,9,228687731
2024,9,228687626
2024,9,228687647
2024,9,232414598
2024,9,232416275
2024,9,232414750
2024,6,232414878
2024,9,232414704
2024,9,232414736
2024,6,232414778
2024,9,232416457
2024,9,232416357
2024,9,232415008
2024,6,232414881
2024,9,232416491
2024,9,232414909
2024,9,232415014
2024,9,232416421
2024,9,232414919
2024,9,232415045
2024,9,232415157
2024,9,232415024
2024,9,232415025
2024,9,232416568
2024,9,232416643
2024,9,232414992
2024,9,232416654
2024,9,232416553
2024,6,232415038
2024,9,232415172
2024,9,232416639
2024,9,232415238
2024,9,232416781
2024,6,232415319
2024,9,232416756
2024,9,232415197
2024,9,232416730
2024,9,232415336
2024,9,232415325
2024,9,232416780
2024,9,232415242
2024,9,232415320
2024,9,232415419
2024,9,232415259
2024,9,232416838
2024,6,232415418
2024,9,232416813
2024,9,232415471
2024,9,232415459
2024,9,232416786
2024,9,232415417
2024,9,232415463
2024,6,232417028
2024,9,232415573
2024,6,232415498
2024,9,232415558
2024,9,232417050
2024,9,232416920
2024,9,232415683
2024,9,232417027
2024,6,232415598
2024,9,232415624
2024,9,232415659
2024,9,232415760
2024,6,232415724
2024,6,232415715
2024,6,232415797
2024,6,232416998
2024,9,232417016
2024,9,232416974
2024,9,232415792
2024,9,232415860
2024,9,232415931
2024,9,232415945
2024,9,232417175
2024,9,232415961
2024,9,232417191
2024,9,232417236
2024,9,232416026
2024,9,232416092
2024,9,232417558
2024,9,232417605
2024,9,232417576
2024,9,232417627
2024,9,232417661
2024,9,232417594
2024,9,232417578
2024,9,232417733
2024,9,232417716
2024,9,232417672
2024,9,232417805
2024,9,232417674
2024,9,232417753
2024,9,232417779
2024,9,232417741
2024,9,232417949
2024,9,232417768
2024,9,232417798
2024,9,232417787
2024,9,232417869
2024,9,232417797
2024,9,232417833
2024,9,232417895
2024,9,232417923
2024,9,232417863
2024,9,232417929
2024,9,232417915
2024,9,232417864
2024,9,232418099
2024,6,232418146
2024,9,232417997
2024,9,232418097
2024,9,232417979
2024,6,232418047
2024,9,232418156
2024,9,232418135
2024,9,232418172
2024,9,232418053
2024,9,232418372
2024,9,232418025
2024,9,232418067
2024,9,232418104
2024,9,232418136
2024,9,232418124
2024,9,232418158
2024,9,232418187
2024,9,232418212
2024,9,232418207
2024,9,232418311
2024,9,232418391
2024,9,232418304
2024,9,232418343
2024,9,232418403
2024,9,232418358
2024,9,232418265
2024,9,232418419
2024,6,232418376
