data_year,suspect_using_id,offense_id
2024,4,239863916
2024,4,239863950
2024,4,243956324
2024,4,239863918
2024,4,239863957
2024,4,239863991
2024,4,239864097
2024,4,243956364
2024,4,239864140
2024,4,239864081
2024,4,243956408
2024,4,239864162
2024,3,239864050
2024,3,239864083
2024,4,239864123
2024,1,239864183
2024,4,239864222
2024,4,243956223
2024,4,246560660
2024,3,246560703
2024,3,241824546
2024,4,243956262
2024,3,241824407
2024,4,241824437
2024,3,241824519
2024,4,241824557
2024,2,241824411
2024,4,241824450
2024,2,241824503
2024,3,241824548
2024,4,241824565
2024,4,241824566
2024,4,241824567
2024,1,243956300
2024,4,241824476
2024,4,241824631
2024,4,241824481
2024,1,241824525
2024,4,241824570
2024,4,241824599
2024,3,241824600
2024,1,241824500
2024,3,241824500
2024,1,241824501
2024,3,241824501
2024,3,241824547
2024,4,238214857
2024,4,235338673
2024,4,224909417
2024,4,224909466
2024,4,224909287
2024,4,224909441
2024,4,224909491
2024,4,224909346
2024,4,224909353
2024,4,224909400
2024,4,224909456
2024,4,224909507
2024,4,224909534
2024,4,224909635
2024,4,224909690
2024,4,224909473
2024,3,224909514
2024,4,224909440
2024,4,224909485
2024,4,224909529
2024,4,224909551
2024,4,224909601
2024,4,224909648
2024,1,224909685
2024,3,224909685
2024,1,224909686
2024,3,224909686
2024,4,224909733
2024,4,224909586
2024,4,224909624
2024,4,224909669
2024,4,224909738
2024,4,224909560
2024,4,224909556
2024,4,224909585
2024,4,224909609
2024,4,224909643
2024,4,224909718
2024,4,224909576
2024,4,224909616
2024,4,224909617
2024,4,224909661
2024,4,224909695
2024,3,224909706
2024,4,224909742
2024,4,224909631
2024,4,224909660
2024,4,224909612
2024,1,224909664
2024,4,224909702
2024,1,224909749
2024,4,224909782
2024,4,224909823
2024,2,224909611
2024,4,224909655
2024,2,224909634
2024,4,224909657
2024,4,224909658
2024,1,224909711
2024,4,224909734
2024,4,224909768
2024,4,224909713
2024,4,224909739
2024,4,224909765
2024,4,224909807
2024,4,224909918
2024,4,224909750
2024,4,224909787
2024,2,224909761
2024,4,224909799
2024,4,224909836
2024,4,224909876
2024,3,224909795
2024,4,224909828
2024,4,224909860
2024,4,224909905
2024,4,224909932
2024,4,224909878
2024,4,224909913
2024,4,224909954
2024,4,224910005
2024,4,224909894
2024,4,224909920
2024,4,224909955
2024,4,224909818
2024,4,224909850
2024,4,224909861
2024,4,224909902
2024,4,224909942
2024,4,224909972
2024,1,224909906
2024,3,224909946
2024,4,224909982
2024,4,224910026
2024,4,224910079
2024,4,224910080
2024,4,224910081
2024,4,224910090
2024,4,224910091
2024,4,224910140
2024,4,224909977
2024,2,224910206
2024,4,224910048
2024,4,224910121
2024,3,224910168
2024,3,224910169
2024,4,224910191
2024,4,224910241
2024,4,224910024
2024,1,224910045
2024,4,224910317
2024,4,224910072
2024,4,224910108
2024,4,224910141
2024,4,224910182
2024,4,224910094
2024,1,224910136
2024,4,224910193
2024,2,224910223
2024,4,224910367
2024,4,232414582
2024,4,228685925
2024,4,224910215
2024,4,224910259
2024,4,224910122
2024,4,224910174
2024,4,224910211
2024,4,224910243
2024,4,224910159
2024,1,224910196
2024,4,224910230
2024,4,224910231
2024,4,224910258
2024,4,224910297
2024,4,224910410
2024,4,224910245
2024,4,224910279
2024,4,224910326
2024,4,224910380
2024,1,224910281
2024,3,224910328
2024,3,224910370
2024,4,224910397
2024,4,224910475
2024,4,224910517
2024,4,224910546
2024,4,224910278
2024,4,224910523
2024,4,224910524
2024,4,224910310
2024,4,224910343
2024,4,224910388
2024,4,224910518
2024,4,224910354
2024,4,224910395
2024,4,224910434
2024,4,224910528
2024,4,224910570
2024,4,224910376
2024,4,224910409
2024,4,224910448
2024,4,224910680
2024,4,224910709
2024,4,224910443
2024,4,224910483
2024,4,224910508
2024,4,224910539
2024,4,224910578
2024,4,224910627
2024,1,224910472
2024,4,224910542
2024,4,224910587
2024,4,224910626
2024,1,224910671
2024,4,224910573
2024,4,224910607
2024,4,224910636
2024,1,224910667
2024,4,224910699
2024,4,224910697
2024,4,228685706
2024,4,224910770
2024,3,224910599
2024,4,224910647
2024,4,224910675
2024,4,224910711
2024,4,224910759
2024,4,224910799
2024,4,224910690
2024,4,232414419
2024,1,224910769
2024,4,224910811
2024,4,224910734
2024,4,224910776
2024,4,224910815
2024,4,224910839
2024,4,224910864
2024,4,224910957
2024,4,224910773
2024,4,224910812
2024,4,224910853
2024,4,226230383
2024,4,226230423
2024,4,224910932
2024,4,224910800
2024,4,224910838
2024,4,224911066
2024,4,224911140
2024,4,224911141
2024,4,224910886
2024,3,224910911
2024,3,224910912
2024,4,224910954
2024,4,224910996
2024,4,224911029
2024,4,226230232
2024,4,226230233
2024,4,224911095
2024,4,224910929
2024,4,239867667
2024,4,224910971
2024,4,224910969
2024,4,224910970
2024,4,224911011
2024,4,224911047
2024,4,224911090
2024,4,224911121
2024,1,224911123
2024,4,224911173
2024,4,224911214
2024,4,224911005
2024,4,224911101
2024,4,224911147
2024,4,224911178
2024,4,224911207
2024,4,224911098
2024,4,224911184
2024,4,224911226
2024,4,224911263
2024,4,224911137
2024,4,224911283
2024,4,224911330
2024,4,226230281
2024,4,224911193
2024,4,226230345
2024,4,224911311
2024,4,224911355
2024,4,224911203
2024,4,226230387
2024,4,226230380
2024,4,226230416
2024,2,226230231
2024,4,226230264
2024,4,226230299
2024,4,226230251
2024,4,226230282
2024,4,226230326
2024,1,226230358
2024,4,226230385
2024,4,232417740
2024,4,226230451
2024,4,226230290
2024,4,226230324
2024,4,226230349
2024,2,226230376
2024,4,226230410
2024,4,226230439
2024,4,226230445
2024,4,226230477
2024,4,226230478
2024,4,226230515
2024,4,226230357
2024,4,226230391
2024,4,226230466
2024,1,226230511
2024,2,226230511
2024,3,226230511
2024,4,226230379
2024,4,226230607
2024,4,226230435
2024,4,226230476
2024,4,226230518
2024,4,226230569
2024,4,226230447
2024,4,226230487
2024,4,226230520
2024,4,226230568
2024,4,226230611
2024,4,226230471
2024,4,226230525
2024,4,226230558
2024,4,226230600
2024,4,226230662
2024,4,226230469
2024,4,226230470
2024,4,226230508
2024,4,226230550
2024,1,226230563
2024,4,226230602
2024,1,226230641
2024,1,226230645
2024,4,226230494
2024,4,226230753
2024,4,226230513
2024,4,226230557
2024,4,226230598
2024,4,226230588
2024,4,226230626
2024,1,226230669
2024,4,232414454
2024,4,226230605
2024,3,226230647
2024,4,226230693
2024,4,226230731
2024,4,226230815
2024,4,226230868
2024,4,226230660
2024,4,226230700
2024,4,226230756
2024,4,226230704
2024,4,226230706
2024,4,226230736
2024,1,226230797
2024,4,226230836
2024,4,226230837
2024,4,226230776
2024,4,226230822
2024,4,226230865
2024,4,226230909
2024,4,226230739
2024,4,226230913
2024,4,226230952
2024,4,226230747
2024,4,226230794
2024,4,226230940
2024,4,226230804
2024,4,226230848
2024,4,226230849
2024,4,226230896
2024,1,226230945
2024,4,226230876
2024,4,226230917
2024,4,226230959
2024,4,226230866
2024,4,226230958
2024,4,226230811
2024,4,226230857
2024,4,226230898
2024,4,226230936
2024,4,226230914
2024,4,226230950
2024,4,226230989
2024,4,226230856
2024,4,226231027
2024,4,226230877
2024,4,226230919
2024,4,226230966
2024,4,226230998
2024,4,226230999
2024,4,226230974
2024,4,226231005
2024,4,226231006
2024,4,226231052
2024,4,226230873
2024,4,226231013
2024,4,226231033
2024,4,226230928
2024,4,226230929
2024,4,226230957
2024,4,226230993
2024,4,226231122
2024,4,226231208
2024,4,226230994
2024,4,226231081
2024,4,226231123
2024,4,226231171
2024,4,226231172
2024,4,226231233
2024,4,226231018
2024,4,226231023
2024,4,226231047
2024,1,226231091
2024,3,226231091
2024,4,226231135
2024,4,226231184
2024,4,226231222
2024,4,226231257
2024,4,226231048
2024,4,226231087
2024,4,226231078
2024,4,226231126
2024,4,226231164
2024,4,226231203
2024,4,226231155
2024,4,226231156
2024,4,226231196
2024,4,226231049
2024,4,226231101
2024,3,226231167
2024,4,226231178
2024,3,226231217
2024,4,226231054
2024,4,226231187
2024,4,226231228
2024,4,226231068
2024,4,226231104
2024,4,226231152
2024,4,226231075
2024,4,226231117
2024,4,226231170
2024,1,226231206
2024,4,226231147
2024,4,235340191
2024,4,235338793
2024,4,235338840
2024,4,235338738
2024,4,235338796
2024,2,235338725
2024,2,235338771
2024,4,235338804
2024,4,235338750
2024,4,235338789
2024,4,224085090
2024,4,224085091
2024,4,235338822
2024,4,235338850
2024,4,235340217
2024,4,235338783
2024,4,235338815
2024,4,235338848
2024,1,235338880
2024,1,224080312
2024,2,235338836
2024,4,235338864
2024,4,235338903
2024,4,235338904
2024,1,235338839
2024,3,235338865
2024,2,235338866
2024,4,235338900
2024,4,235338950
2024,4,235339003
2024,3,224080386
2024,4,235338987
2024,1,235338873
2024,4,235338917
2024,1,235340263
2024,4,235338962
2024,4,235339007
2024,4,235338985
2024,4,235339030
2024,4,235338901
2024,4,235338925
2024,3,235339997
2024,3,235340000
2024,4,235340076
2024,4,235340125
2024,4,235340176
2024,2,235340222
2024,2,235338988
2024,4,235339051
2024,4,235339101
2024,4,235339155
2024,4,235339102
2024,4,235339153
2024,4,235339205
2024,4,235339048
2024,4,235339204
2024,4,235339247
2024,4,235339075
2024,4,235339112
2024,4,235340306
2024,4,235339236
2024,2,235339277
2024,4,235339320
2024,1,235339109
2024,4,235339228
2024,4,235339269
2024,4,235339139
2024,2,235339184
2024,4,235339492
2024,4,235339179
2024,4,235339219
2024,4,235339253
2024,4,235339290
2024,4,235339249
2024,4,235339275
2024,4,235339297
2024,4,235339326
2024,4,235339301
2024,4,235339330
2024,4,235339373
2024,4,235339281
2024,4,235339316
2024,4,235339413
2024,4,235339460
2024,4,235339324
2024,4,235339369
2024,4,235339368
2024,4,235339416
2024,4,235339472
2024,4,235339335
2024,4,235339532
2024,4,235339578
2024,4,235339459
2024,4,224080678
2024,4,235339454
2024,4,235339487
2024,4,235339525
2024,4,235339560
2024,4,235339445
2024,4,235339524
2024,4,235339438
2024,4,235339490
2024,1,235339529
2024,1,235340192
2024,4,235339546
2024,2,235339588
2024,4,235339650
2024,4,235339493
2024,4,235339530
2024,4,235339684
2024,4,235339508
2024,4,235339548
2024,4,235339593
2024,4,235339744
2024,4,235339520
2024,4,235339577
2024,4,235339629
2024,4,235339663
2024,2,235339688
2024,2,235339721
2024,4,235339605
2024,4,235339681
2024,4,235339717
2024,4,235339739
2024,2,235339595
2024,1,235339646
2024,4,235339660
2024,4,235339706
2024,4,235339767
2024,4,235339785
2024,3,224085451
2024,3,224085452
2024,4,235339705
2024,2,235339737
2024,2,235339761
2024,4,235339801
2024,4,235339747
2024,4,235339776
2024,4,235339818
2024,4,235339863
2024,4,235339830
2024,4,235339873
2024,4,235339909
2024,4,235339771
2024,2,235339826
2024,4,235339838
2024,4,235339872
2024,4,235339911
2024,4,235339946
2024,4,235339876
2024,4,235339877
2024,4,235339936
2024,4,235339977
2024,4,235340067
2024,4,235339973
2024,3,224085481
2024,3,224085482
2024,4,235340025
2024,4,235339853
2024,3,235339870
2024,3,243952422
2024,2,235339889
2024,4,235339927
2024,4,235339964
2024,4,235340005
2024,4,235340032
2024,2,235339930
2024,4,235339959
2024,4,235340007
2024,4,235340002
2024,4,235340028
2024,4,235340070
2024,4,235339981
2024,4,235340034
2024,4,235340140
2024,2,235339984
2024,2,235340024
2024,4,235340055
2024,4,235340056
2024,4,235340068
2024,4,235340105
2024,4,235340106
2024,4,235340143
2024,4,235340015
2024,4,235340059
2024,4,235340121
2024,4,235340164
2024,4,235340243
2024,4,235340271
2024,4,235340264
2024,4,235340301
2024,4,224085545
2024,4,235340316
2024,4,235340230
2024,4,235340257
2024,4,235340330
2024,4,235340225
2024,4,235340226
2024,4,235340270
2024,4,235340294
2024,2,224089949
2024,4,235340328
2024,4,235340352
2024,4,235340249
2024,4,235340292
2024,4,235340312
2024,4,235340313
2024,4,235340289
2024,3,235340329
2024,4,235340376
2024,4,235340417
2024,4,235340340
2024,4,235340378
2024,4,235340405
2024,1,235340300
2024,4,235340337
2024,2,235340888
2024,2,235340919
2024,4,235340968
2024,4,235341030
2024,4,235340359
2024,4,235340385
2024,3,235340411
2024,3,235340412
2024,4,235340444
2024,4,235340341
2024,4,241816730
2024,4,235340344
2024,4,235340366
2024,4,235340396
2024,4,235340426
2024,4,235340373
2024,4,235340404
2024,3,235340430
2024,4,235340468
2024,4,235340346
2024,4,235340418
2024,2,235340446
2024,4,235340477
2024,4,235340357
2024,1,224085655
2024,1,224085656
2024,4,235340368
2024,4,235340394
2024,4,235340424
2024,2,235340454
2024,4,235340498
2024,4,235340423
2024,4,235340462
2024,4,235340500
2024,4,235340469
2024,4,235340496
2024,4,235340566
2024,4,235340432
