data_year,arrestee_id,nibrs_arrestee_weapon_id,weapon_id
2024,56674982,,51
2024,56674988,,51
2024,57995476,,51
2024,57995477,,51
2024,56674985,,51
2024,56675001,,51
2024,56675000,,5
2024,58711697,,5
2024,58711698,,5
2024,59169581,,51
2024,56675030,,51
2024,57159676,,51
2024,56675009,,51
2024,56675007,,51
2024,56675025,,51
2024,56675032,,51
2024,56675024,,51
2024,56675031,,51
2024,56675015,,51
2024,59167954,,5
2024,56675034,,51
2024,56675051,,51
2024,56675028,,51
2024,59169624,,51
2024,56675029,,52
2024,56675048,,51
2024,59169638,,51
2024,56675056,,51
2024,56675061,,51
2024,56675050,,51
2024,56675057,,51
2024,56675064,,51
2024,56675069,,51
2024,56675073,,51
2024,56675075,,51
2024,57159649,,51
2024,56675098,,5
2024,56675093,,51
2024,56675090,,51
2024,58711711,,51
2024,59169585,,51
2024,56675092,,5
2024,56675077,,51
2024,56675083,,51
2024,56675264,,51
2024,56675282,,51
2024,56675289,,51
2024,56675091,,51
2024,59169602,,51
2024,56675103,,51
2024,56675085,,51
2024,56675124,,51
2024,59169582,,51
2024,56675102,,51
2024,56675133,,51
2024,56675134,,51
2024,59169605,,51
2024,56675141,,51
2024,56675161,,51
2024,56675136,,51
2024,57159689,,51
2024,56675166,,51
2024,62991952,,51
2024,56675191,,51
2024,56675167,,51
2024,56675175,,51
2024,56675190,,51
2024,57626011,,51
2024,56675188,,51
2024,56675185,,51
2024,56675186,,51
2024,56675305,,51
2024,57159709,,51
2024,56675200,,51
2024,56675201,,51
2024,56675193,,51
2024,56675187,,52
2024,57159717,,51
2024,56675229,,51
2024,56675217,,51
2024,60240887,,51
2024,59169616,,51
2024,56675228,,51
2024,56675198,,51
2024,56675199,,51
2024,56675204,,51
2024,58711701,,5
2024,58711702,,5
2024,56675206,,51
2024,56675207,,51
2024,56675208,,51
2024,58711706,,5
2024,56675244,,51
2024,56675251,,51
2024,56675231,,51
2024,56675232,,51
2024,57159666,,51
2024,56675241,,51
2024,57626017,,51
2024,57159677,,51
2024,56675256,,51
2024,57159659,,51
2024,57159685,,51
2024,57159683,,51
2024,61862600,,51
2024,57159673,,51
2024,57159690,,51
2024,57159696,,51
2024,57159708,,51
2024,57159681,,51
2024,61862612,,51
2024,57159707,,51
2024,57159700,,51
2024,57159701,,51
2024,57626018,,51
2024,63745291,,51
2024,57159774,,51
2024,57159775,,51
2024,57159725,,51
2024,57159748,,51
2024,57159749,,51
2024,57159766,,51
2024,57159767,,5
2024,57159768,,1
2024,57159805,,51
2024,57159796,,52
2024,57159758,,51
2024,57159779,,52
2024,57159819,,51
2024,57159742,,51
2024,57159743,,51
2024,57159778,,51
2024,57159792,,51
2024,57159801,,51
2024,57626024,,51
2024,57626025,,51
2024,57626026,,51
2024,57626027,,51
2024,57626028,,51
2024,57159759,,51
2024,57159760,,5
2024,57626019,,51
2024,57626020,,51
2024,57159828,,51
2024,57159850,,51
2024,57159784,,51
2024,57159844,,51
2024,57159806,,51
2024,57159807,,51
2024,57159829,,51
2024,57159830,,51
2024,57626021,,51
2024,57626022,,51
2024,57159817,,51
2024,57626034,,51
2024,57159868,,51
2024,57159884,,51
2024,57159865,,51
2024,57159875,,51
2024,57626047,,51
2024,57159827,,51
2024,57159893,,51
2024,57159852,,5
2024,57159871,,51
2024,57159861,,51
2024,61862642,,52
2024,57159876,,51
2024,57159881,,51
2024,57159919,,51
2024,57159922,,1
2024,57159964,,51
2024,57159903,,51
2024,57159909,,51
2024,57159898,,51
2024,57159905,,51
2024,57159913,,52
2024,57159933,,5
2024,57159907,,51
2024,57159938,,51
2024,57159940,,51
2024,57159944,,51
2024,57159954,,52
2024,57159914,,51
2024,57159915,,51
2024,57159920,,51
2024,57159925,,51
2024,57159923,,51
2024,57159936,,51
2024,57995479,,51
2024,57995480,,51
2024,57159934,,51
2024,57159942,,51
2024,61862666,,51
2024,57159945,,51
2024,57159959,,51
2024,57159943,,51
2024,57159949,,51
2024,57626038,,51
2024,57159952,,5
2024,57159952,,53
2024,57159955,,51
2024,57159956,,51
2024,57159968,,51
2024,61862601,,5
2024,57159983,,1
2024,57159958,,52
2024,57159967,,51
2024,57159970,,51
2024,57159979,,51
2024,58711704,,51
2024,58711705,,5
2024,57159965,,51
2024,57159966,,5
2024,57159975,,51
2024,57159969,,5
2024,57159980,,51
2024,57159985,,51
2024,57159984,,51
2024,57159991,,51
2024,63745296,,51
2024,57159974,,51
2024,57159988,,51
2024,57159989,,51
2024,57626050,,51
2024,57159986,,51
2024,57159992,,51
2024,57160003,,51
2024,57159982,,51
2024,57160024,,5
2024,61862611,,51
2024,57159990,,51
2024,57626064,,51
2024,57159993,,51
2024,57159999,,51
2024,57160006,,52
2024,57159994,,51
2024,57160036,,51
2024,57159998,,51
2024,57160023,,51
2024,57159995,,51
2024,61862635,,1
2024,61862635,,5
2024,57160016,,51
2024,57160032,,51
2024,57160007,,51
2024,61862651,,51
2024,57160013,,51
2024,57160015,,51
2024,57160045,,51
2024,57160021,,51
2024,57160061,,51
2024,57160063,,51
2024,57626066,,51
2024,57160097,,51
2024,57160077,,51
2024,57160105,,51
2024,58711708,,51
2024,58711709,,51
2024,58711710,,51
2024,57160098,,52
2024,58711712,,51
2024,57160072,,51
2024,57160075,,51
2024,57160125,,51
2024,57160143,,51
2024,57160137,,51
2024,57160147,,51
2024,57160093,,51
2024,57160109,,51
2024,57160102,,51
2024,57160114,,51
2024,57160129,,51
2024,57160107,,51
2024,57160108,,51
2024,57160116,,51
2024,57160127,,51
