data_year,suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
2024,8,190720113,9.500,1,18712863
2024,5,190720144,290.000,1,18712870
2024,5,190720087,0.600,1,18712857
2024,5,190720172,7.300,1,18712877
2024,5,190720531,0.000,1,18712955
2024,5,190720628,2.200,1,18712985
2024,8,190720587,0.000,1,18712978
2024,5,190720782,0.000,1,18713027
2024,5,190720780,0.000,1,18713026
2024,2,190720886,4.600,1,18713052
2024,5,190720964,13.600,1,18713070
2024,5,192801953,71.400,1,19016222
2024,5,192801979,0.000,1,19016230
2024,5,192802088,0.000,1,19016261
2024,2,195469576,18.700,1,19387938
2024,5,192802101,14.300,1,19016264
2024,8,192802171,1.000,9,19016317
2024,5,192802156,112.800,1,19016304
2024,5,192802195,12.400,1,19016329
2024,2,192802263,1.200,1,19016368
2024,5,192802366,503.100,1,19016416
2024,5,192802353,35.400,1,19016409
2024,5,195469559,3.500,1,19387926
2024,8,195469559,122.900,1,19387927
2024,5,192802467,4.500,1,19016452
2024,12,192802424,1.600,1,19016436
2024,5,192802608,2.200,1,19016502
2024,8,192802698,4.000,9,19016535
2024,5,192802848,1.000,1,19016583
2024,16,192803198,1.000,9,19016660
2024,13,192803198,1.000,9,19016661
2024,5,192803274,5.000,3,19016670
2024,8,192803336,11.000,9,19016682
2024,11,192803501,19.200,1,19016724
2024,5,192803524,13.300,1,19016740
2024,12,195471079,4.800,1,19388415
2024,5,192803684,5.500,1,19016780
2024,5,192803726,4.500,1,19016798
2024,12,195469571,1.600,1,19387935
2024,5,192803838,1.000,1,19016828
2024,5,192803996,21.900,1,19016863
2024,5,192804210,4.400,1,19016928
2024,5,192804558,22.200,1,19017009
2024,5,192804643,6.000,1,19017029
2024,5,192804598,0.000,1,19017016
2024,5,192804682,5.900,1,19017046
2024,5,192804750,601.200,1,19017056
2024,11,192804750,525.100,1,19017057
2024,2,195469588,2.600,1,19387941
2024,5,195469588,0.700,1,19387942
2024,8,195469588,2.700,1,19387943
2024,5,192804847,0.000,1,19017075
2024,5,192805018,50.000,1,19017110
2024,5,192805079,8.600,1,19017129
2024,8,192804978,1.000,9,19017102
2024,5,192805116,5.500,1,19017145
2024,8,192805183,0.800,1,19017161
2024,2,192805183,0.100,1,19017162
2024,5,192805165,14.200,1,19017158
2024,5,192805275,41.200,1,19017188
2024,2,192805302,2.400,1,19017194
2024,8,192805305,1.100,1,19017195
2024,2,192805305,1.400,1,19017196
2024,12,192805401,0.800,1,19017209
2024,5,192805496,3.200,1,19017221
2024,12,195469781,1.700,1,19388010
2024,2,195469781,0.300,1,19388011
2024,12,195469797,5.100,1,19388019
2024,8,195469797,9.300,1,19388020
2024,5,195469797,9.200,1,19388021
2024,5,195469932,5.000,1,19388062
2024,8,195469932,4.000,9,19388063
2024,5,195469897,6.300,1,19388053
2024,5,195470071,8.500,1,19388105
2024,2,195470103,5.700,1,19388125
2024,12,195470103,9.800,1,19388126
2024,5,195470103,8.800,1,19388127
2024,5,195470370,17.600,1,19388223
2024,5,195470377,8.500,1,19388224
2024,5,195470388,1.000,1,19388225
2024,7,195470490,3.000,9,19388252
2024,5,195470626,3.700,1,19388282
2024,5,195470727,7.600,1,19388310
2024,5,195472050,0.310,3,19388737
2024,5,195470809,8.900,1,19388339
2024,5,195472094,204.100,1,19388747
2024,12,195472304,24.700,1,19388822
2024,5,195472304,51.100,1,19388823
2024,5,195472323,0.000,1,19388830
2024,5,195472308,22.900,1,19388825
2024,5,195472367,0.080,1,19388841
2024,5,195472428,11.060,1,19388856
2024,5,195472447,1.800,1,19388860
2024,5,195472704,7.400,1,19388923
2024,5,195472709,0.000,1,19388925
2024,5,195473075,256.300,1,19389014
2024,2,195473084,6.700,1,19389018
2024,5,195473268,0.000,1,19389066
2024,12,195473409,1.200,1,19389107
2024,5,195473409,4.300,1,19389108
2024,5,180493059,1.700,1,17171561
2024,17,180500577,6.200,1,17173135
2024,17,180500629,0.100,1,17173143
2024,17,180500759,1.800,1,17173160
2024,17,180500774,16.000,1,17173168
2024,17,180501145,5.000,9,17173227
2024,17,180501132,0.200,1,17173221
2024,17,181880811,40.000,9,17377906
2024,17,181880950,122.000,9,17377926
2024,17,181881045,2.500,1,17377944
2024,17,181881002,0.600,1,17377937
2024,17,181881524,13.300,1,17378049
2024,17,181881595,3.000,9,17378075
2024,17,183111234,6.700,1,17565691
2024,17,183111267,0.900,1,17565699
2024,5,183111552,54.400,3,17565760
2024,17,183111695,11.000,9,17565783
2024,5,183111805,4.900,1,17565799
2024,2,183111805,10.100,1,17565800
2024,17,183111751,8.000,9,17565792
2024,17,183112117,3.700,1,17565848
2024,17,183112279,1.300,1,17565877
2024,17,183112261,1.000,9,17565873
2024,17,184077277,261.400,9,17714794
2024,5,184077277,2.800,1,17714795
2024,17,184077446,7.500,1,17714832
2024,17,184077606,54.000,9,17714878
2024,17,184077704,4.000,9,17714905
2024,2,185881684,14.500,1,17988837
2024,17,185882031,29.040,9,17988922
2024,5,185882031,1.200,1,17988923
2024,17,185882303,2.000,9,17988988
2024,17,185882355,1.000,9,17988996
2024,5,185882374,0.568,4,17988998
2024,17,185882419,2.000,9,17989009
2024,5,185882419,11.100,1,17989010
2024,17,185882448,1.000,9,17989018
2024,17,185882725,9.000,9,17989074
