data_year,suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
2024,12,194026058,31.000,1,19200047
2024,5,194025865,7.000,1,19199978
2024,12,194025865,1.000,1,19199979
2024,8,194025934,1.000,1,19200001
2024,5,194025968,0.500,1,19200011
2024,11,194025998,7.000,1,19200021
2024,5,194025998,92.150,1,19200022
2024,8,194026027,1.000,9,19200039
2024,5,194026027,1.000,1,19200040
2024,2,194026027,3.000,1,19200041
2024,5,194025913,0.010,1,19199993
2024,5,194025969,14.000,1,19200012
2024,12,194025969,3.000,1,19200013
2024,5,194026007,5.000,1,19200027
2024,1,194026007,0.010,1,19200028
2024,5,194025930,21.000,1,19200000
2024,5,194025964,5.000,1,19200006
2024,5,194025997,8.000,1,19200019
2024,12,194025997,8.000,1,19200020
2024,5,194026090,21.000,1,19200053
2024,5,194026013,1.000,1,19200035
2024,5,194026033,57.000,1,19200042
2024,5,194026082,12.000,1,19200052
2024,5,194026004,0.500,1,19200023
2024,5,194026060,2.000,1,19200048
2024,12,194026060,4.000,1,19200049
2024,5,195487155,34.000,1,19392532
2024,5,195487127,32.500,1,19392526
2024,16,198958829,0.200,1,19885680
2024,5,195487056,5.000,1,19392503
2024,13,195487171,1.000,9,19392539
2024,5,195487065,6.000,1,19392505
2024,5,195487157,12.000,1,19392535
2024,5,195487077,35.000,1,19392509
2024,5,195487137,512.300,1,19392528
2024,12,195487146,0.100,1,19392529
2024,5,195487178,4.000,1,19392540
2024,5,195487215,1.000,9,19392554
2024,12,195487194,1.000,1,19392548
2024,5,195487216,1.000,1,19392555
2024,5,195487258,0.300,1,19392572
2024,5,195487207,62.100,1,19392551
2024,5,195487247,100.000,1,19392565
2024,5,195487270,2.000,1,19392574
2024,5,197046619,7.000,1,19597915
2024,1,197046646,0.210,1,19597918
2024,12,197046694,1.000,9,19597924
2024,5,197046713,2.000,1,19597932
2024,5,197046606,7.000,1,19597913
2024,5,197046676,35.000,1,19597921
2024,5,197046692,23.000,1,19597923
2024,5,197046722,2.900,1,19597934
2024,5,197046761,3.000,1,19597948
2024,5,197046715,2.000,1,19597933
2024,8,197046745,1.000,1,19597942
2024,16,197046745,1.000,1,19597943
2024,5,197046807,14.000,1,19597962
2024,1,197046807,0.100,1,19597963
2024,5,197046834,5.000,1,19597973
2024,5,197046863,3.000,1,19597986
2024,15,197046703,1.000,9,19597929
2024,15,197046703,1.000,1,19597930
2024,5,197046839,15.000,1,19597977
2024,5,197046732,30.000,1,19597938
2024,16,197046954,1.000,9,19598015
2024,5,197046806,4.200,1,19597961
2024,5,197046854,20.000,1,19597983
2024,16,180492635,40.000,9,17171433
2024,5,180492610,3.000,1,17171427
2024,5,180492627,1.000,1,17171431
2024,5,180492651,25.520,1,17171435
2024,5,180492704,0.310,1,17171448
2024,5,180492691,1.000,1,17171443
2024,16,180492709,8.000,9,17171449
2024,5,180492709,1.850,1,17171450
2024,5,185876876,11.200,1,17987467
2024,2,185876800,4.000,1,17987457
2024,5,185876833,30.000,1,17987459
2024,12,185876920,2.000,1,17987483
2024,14,185876932,1.000,9,17987487
2024,5,185876932,3.000,1,17987488
2024,4,185876932,1.000,1,17987489
2024,5,185876908,17.000,1,17987481
2024,12,185876893,3.000,1,17987475
2024,5,185876893,19.000,1,17987476
2024,12,185876901,3.000,1,17987479
2024,16,185876901,2.000,1,17987480
2024,16,185876896,82.500,9,17987477
2024,5,185876896,58.000,1,17987478
2024,5,185877053,13.000,1,17987518
2024,16,185877064,1.200,3,17987521
2024,12,185877075,27.000,1,17987523
2024,2,185877132,1.000,1,17987535
2024,12,185877170,2.200,1,17987548
2024,16,185877170,5.000,9,17987549
2024,12,185877778,6.000,1,17987728
2024,5,185877172,121.500,1,17987550
2024,12,185877163,3.300,1,17987545
2024,4,185877163,3.000,1,17987546
2024,5,185877174,61.000,1,17987551
2024,5,185877183,2.000,1,17987558
2024,5,185877193,11.000,1,17987561
2024,16,185877226,5.000,1,17987574
2024,5,185877240,17.000,1,17987577
2024,16,185877212,4.000,1,17987567
2024,5,185877232,17.500,1,17987575
2024,12,185877284,2.000,1,17987586
2024,16,185877372,23.000,9,17987630
2024,4,185877372,6.000,1,17987631
2024,2,185877372,1.700,3,17987632
2024,5,185877352,10.000,1,17987625
2024,5,185877375,2.000,1,17987633
2024,5,185877395,43.500,1,17987639
2024,12,185877405,3.000,1,17987642
2024,16,185877405,7.000,9,17987643
2024,12,185877433,4.000,1,17987647
2024,12,185877427,6.000,1,17987646
2024,12,187070141,3.000,1,18164118
2024,12,187070179,1.000,1,18164128
2024,16,187070179,1.000,9,18164129
2024,5,187070175,5.000,1,18164126
2024,12,187070204,1.000,1,18164135
2024,5,187070282,1.000,1,18164160
2024,5,187070174,21.000,1,18164125
2024,12,187070212,1.000,1,18164137
2024,5,187070269,1.000,1,18164153
2024,12,187070259,2.000,1,18164150
2024,5,187070259,14.000,1,18164151
2024,12,187070238,44.000,1,18164143
2024,5,187070280,3.500,1,18164159
2024,16,187070444,13.000,9,18164211
2024,12,187070460,3.000,1,18164216
2024,12,187070422,5.300,1,18164202
2024,1,187070422,8.500,1,18164203
2024,12,188569333,7.000,1,18395493
2024,16,188569347,5.000,1,18395496
2024,12,188569323,1.000,1,18395488
2024,14,188569323,4.000,9,18395489
2024,16,188569332,9.600,1,18395492
2024,14,188569412,12.000,9,18395508
2024,2,188569430,7.000,1,18395511
2024,5,188569463,1.000,1,18395516
2024,12,188569479,4.000,1,18395517
2024,12,188569505,2.000,1,18395518
2024,12,188569511,0.900,1,18395519
2024,4,188569553,3.000,1,18395520
2024,5,188569598,6.000,1,18395525
2024,16,188569594,1.000,9,18395523
2024,5,188569594,3.000,1,18395524
2024,1,188569645,2.000,1,18395532
2024,5,188569666,2.000,1,18395534
2024,5,188569670,1.500,1,18395535
2024,12,188569683,2.000,1,18395536
2024,5,190713660,1.000,1,18711190
2024,5,190713715,30.000,1,18711205
2024,5,190713725,3.000,1,18711208
2024,16,190713761,3.000,9,18711215
2024,5,190713761,3.000,1,18711216
2024,12,190713756,2.000,1,18711209
2024,16,190713756,4.000,9,18711210
2024,12,190713817,5.000,1,18711226
2024,5,190713817,6.000,1,18711227
2024,1,190713817,11.000,1,18711228
2024,5,190713876,28.000,1,18711246
2024,5,190713912,19.000,1,18711255
2024,5,190713935,50.800,1,18711260
2024,12,190713911,3.000,1,18711253
2024,16,190713911,1.000,9,18711254
2024,12,190713880,4.700,1,18711248
2024,12,190713902,4.000,1,18711252
2024,5,190713984,8.500,1,18711270
2024,16,190713853,2.000,9,18711238
2024,5,190713853,4.000,1,18711239
2024,5,190713869,16.000,1,18711245
2024,16,190714117,1.000,9,18711285
2024,2,190713976,19.000,1,18711269
2024,12,190714011,1.000,1,18711272
2024,14,190714022,6.000,9,18711275
2024,5,190713961,7.000,1,18711267
2024,4,192797210,1.000,1,19014911
2024,12,192797225,2.000,1,19014917
2024,2,192797229,8.000,1,19014919
2024,12,192797247,9.000,1,19014925
2024,16,192797247,12.500,9,19014926
2024,2,192797254,2.000,1,19014928
2024,12,192797261,1.000,1,19014929
2024,16,192797261,7.500,9,19014930
2024,12,192797272,4.000,1,19014932
2024,16,192797269,5.000,9,19014931
2024,12,192797298,4.000,1,19014939
2024,12,192797369,7.000,1,19014952
2024,5,192797369,3.000,1,19014953
2024,5,192797391,13.400,1,19014966
2024,16,192797380,2.000,9,19014959
2024,8,192797380,1.000,9,19014960
2024,5,192797380,9.000,1,19014961
2024,2,192797389,6.000,1,19014964
2024,12,192797404,4.000,1,19014972
2024,12,192797485,2.000,1,19014999
2024,12,192797471,3.000,1,19014992
2024,12,192797525,1.000,9,19015003
2024,5,192797458,47.000,1,19014990
2024,5,192797473,16.000,1,19014993
2024,12,192797484,21.000,1,19014997
2024,2,192797484,1.000,1,19014998
2024,12,194016699,3.000,1,19197799
2024,4,194016703,2.000,1,19197800
2024,12,194016698,12.000,1,19197798
2024,16,194016793,12.000,9,19197813
2024,5,194016708,1.000,1,19197801
2024,12,194016730,2.000,1,19197804
2024,12,194016841,9.000,1,19197824
2024,5,194016887,2.000,1,19197836
2024,16,194016921,1.000,9,19197840
2024,5,194016921,12.000,1,19197841
2024,12,194016890,1.000,1,19197837
2024,16,194016890,3.000,1,19197838
2024,5,194016895,16.500,1,19197839
2024,5,194016966,8.000,1,19197846
2024,16,194016937,5.000,1,19197843
2024,12,194017077,5.000,9,19197859
2024,16,194017077,5.000,9,19197860
2024,5,194017077,14.000,1,19197861
2024,12,194017018,14.000,1,19197851
2024,5,194017018,1.000,1,19197852
2024,16,194017093,13.000,1,19197867
2024,5,195465193,13.000,1,19386839
2024,12,195465245,6.000,9,19386847
2024,16,195465245,54.000,9,19386848
2024,5,195465245,4.000,1,19386849
2024,5,195465255,61.000,1,19386851
2024,16,195465322,8.000,1,19386860
2024,16,195465326,3.000,1,19386862
2024,16,195465336,6.000,1,19386865
2024,5,195465371,34.000,1,19386874
2024,12,195465385,1.000,1,19386881
2024,5,195465385,3.000,1,19386882
2024,2,195465385,2.000,1,19386883
2024,12,195465378,4.000,1,19386880
2024,5,195465388,14.000,1,19386884
2024,12,195465441,1.000,9,19386896
2024,5,195465415,18.000,1,19386891
2024,2,195465427,0.700,1,19386893
2024,5,195465549,8.000,1,19386937
2024,5,180492751,2.820,1,17171462
2024,5,180492693,7.000,1,17171444
2024,2,180492693,4.500,1,17171445
2024,5,180492752,3.500,1,17171463
2024,5,180492770,2.000,1,17171467
2024,5,180492798,3.000,1,17171471
2024,5,180492756,1.000,9,17171464
2024,5,180492777,1.000,9,17171468
2024,5,180492840,3.000,1,17171480
2024,5,180492811,1.000,9,17171475
2024,5,180492839,235.700,1,17171479
2024,5,180492867,4.000,1,17171486
2024,16,180492891,1.000,9,17171498
2024,5,180492891,13.000,1,17171499
2024,5,180492975,2.300,1,17171522
2024,5,180492954,1.000,1,17171510
2024,5,180492987,20.000,1,17171527
2024,5,180492996,1.000,9,17171532
2024,5,180493014,12.000,1,17171542
2024,5,180493036,3.000,1,17171551
2024,5,180492999,10.000,9,17171536
2024,5,180492999,4.000,1,17171537
2024,5,180493046,4.100,1,17171556
2024,5,180493065,0.500,1,17171564
2024,5,180493067,6.200,1,17171565
2024,5,181870330,7.490,1,17374387
2024,5,181870413,11.500,1,17374411
2024,5,181870337,1.960,1,17374388
2024,5,181870427,3.300,1,17374417
2024,5,181870520,7.000,1,17374443
2024,5,181870341,1.000,1,17374389
2024,5,181870527,1.000,1,17374444
2024,5,181870346,5.050,1,17374391
2024,5,181870428,1.790,1,17374418
2024,5,181870343,1.000,1,17374390
2024,5,181870416,1.000,1,17374413
2024,5,181870449,2.750,1,17374421
2024,12,181870449,0.970,1,17374422
2024,5,181870468,2.000,1,17374427
2024,1,181870465,0.050,1,17374426
2024,5,181870461,18.200,1,17374424
2024,5,181871107,0.050,1,17374546
2024,16,181870411,7.000,9,17374410
2024,5,181871116,4.490,1,17374547
2024,5,181871148,35.000,1,17374552
2024,5,181870460,3.600,1,17374423
2024,5,181870561,4.000,1,17374454
2024,5,183105307,1.000,1,17563951
2024,5,181871073,6.520,1,17374543
2024,5,181870612,2.000,1,17374467
2024,12,181871167,3.200,1,17374557
2024,5,181870564,1.100,1,17374455
2024,5,181871210,8.830,1,17374562
2024,5,181870541,2.000,1,17374449
2024,2,181870540,1.000,1,17374448
2024,5,181870599,1.300,1,17374465
2024,5,189871916,17.000,1,18590242
2024,5,181870554,1.000,1,17374453
2024,5,181870665,0.600,1,17374478
2024,5,181870660,2.000,9,17374475
2024,16,181870586,4.000,9,17374459
2024,5,181870586,42.000,1,17374460
2024,1,181870592,0.120,1,17374463
2024,5,181871220,4.400,1,17374566
2024,5,181871353,1.000,9,17374589
2024,9,181870682,20.000,1,17374486
2024,5,181870699,1.000,9,17374489
2024,1,181870730,1.000,1,17374496
2024,16,181870713,46.000,9,17374492
2024,5,181871315,1.000,9,17374583
2024,5,183105343,3.000,1,17563963
2024,5,183105341,9.480,1,17563961
2024,5,183105347,3.700,1,17563965
2024,5,183105362,13.980,1,17563973
2024,9,183105346,1.000,9,17563964
2024,5,183105353,23.000,1,17563968
2024,5,183105356,0.400,1,17563970
2024,5,183105360,19.390,1,17563972
2024,16,183105381,73.000,9,17563979
2024,5,183105395,1.000,9,17563984
2024,5,183105382,1.000,1,17563980
2024,2,183105382,1.270,1,17563981
2024,5,183105393,1.000,1,17563983
2024,5,183105480,6.700,1,17564009
2024,16,183105421,10.000,9,17563991
2024,5,183105421,30.000,1,17563992
2024,12,183105421,7.000,9,17563993
2024,12,183105449,1.500,1,17564002
2024,12,183105486,5.600,1,17564011
2024,5,183105489,12.200,1,17564012
2024,5,183105478,1.000,9,17564008
2024,5,183105528,9.000,1,17564020
2024,11,183105558,4.000,1,17564024
2024,5,183105558,3.000,1,17564025
2024,5,183105565,1.250,1,17564026
2024,5,183105572,1.840,1,17564028
2024,5,187069298,1.000,9,18163892
2024,5,183105632,44.000,1,17564033
2024,5,183106101,91.070,1,17564143
2024,12,183105656,0.020,1,17564041
2024,5,183105663,3.000,1,17564042
2024,5,183105685,3.170,1,17564044
2024,12,183105685,0.100,1,17564045
2024,12,183105808,0.700,1,17564077
2024,5,183105814,10.000,1,17564080
2024,5,183105836,1.200,1,17564084
2024,5,183105843,1.000,1,17564088
2024,5,183105831,19.160,1,17564081
2024,12,183105837,8.000,1,17564085
2024,5,183105883,10.000,1,17564094
2024,5,183105926,31.000,1,17564102
2024,5,183105950,6.000,1,17564105
2024,5,183106016,7.500,1,17564120
2024,5,184537637,2.000,1,17782341
2024,5,184537652,1.000,1,17782348
2024,12,184537639,0.100,1,17782342
2024,5,184537653,3.000,1,17782349
2024,2,188568572,0.750,1,18395356
2024,5,184538805,9.700,1,17782659
2024,11,184538762,117.350,1,17782649
2024,5,184538762,28.330,1,17782650
2024,16,184537689,1.000,1,17782356
2024,12,184537689,0.450,1,17782357
2024,5,184537696,22.460,1,17782359
2024,16,184537734,4.730,1,17782364
2024,5,184537755,70.000,1,17782374
2024,5,184537761,15.500,1,17782375
2024,5,187069312,13.000,1,18163897
2024,12,184537794,3.000,5,17782384
2024,5,184537792,4.900,1,17782383
2024,5,184538902,11.350,1,17782678
2024,12,184537885,221.900,1,17782398
2024,5,184537908,0.500,1,17782410
2024,5,184537898,1.000,1,17782405
2024,17,184537939,2.000,1,17782419
2024,8,184537939,32.000,9,17782420
2024,5,184537939,27.810,1,17782421
2024,5,184537956,2.070,1,17782425
2024,5,184538300,0.200,1,17782516
2024,5,184538005,23.300,1,17782438
2024,5,184538026,2.040,1,17782445
2024,5,184539026,11.000,1,17782720
2024,12,184538009,2.000,1,17782439
2024,5,184538037,4.000,1,17782448
2024,5,185875929,2.000,9,17987259
2024,5,185875725,30.000,1,17987211
2024,5,194016289,1.000,1,19197723
2024,8,185875738,13.098,3,17987216
2024,5,185876432,43.560,1,17987380
2024,5,185875741,1.000,9,17987217
2024,5,185875773,12.000,1,17987226
2024,5,185875755,1.000,9,17987220
2024,12,185877071,1.000,9,17987522
2024,5,185875784,1.000,1,17987230
2024,5,185875807,14.000,1,17987233
2024,5,185876544,31.500,1,17987407
2024,5,185876472,3.300,1,17987384
2024,5,185876106,26.830,1,17987315
2024,8,185876515,1.000,9,17987397
2024,5,185876515,4.850,1,17987398
2024,12,185876515,6.180,1,17987399
2024,5,185876514,1.820,1,17987396
2024,5,185875918,3.000,1,17987256
2024,5,185876529,0.460,1,17987405
2024,5,185875919,4.500,1,17987257
2024,5,185875953,1.600,1,17987269
2024,5,185875940,3.330,1,17987265
2024,16,185875954,1.000,9,17987270
2024,5,185875975,8.800,1,17987274
2024,5,185875984,1.000,1,17987277
2024,5,185876018,7.820,1,17987291
2024,5,187069339,3.500,1,18163902
2024,12,185876682,2.000,1,17987431
2024,16,185876021,1.000,9,17987293
2024,5,185876021,1.000,9,17987294
2024,5,185876064,3.900,1,17987305
2024,5,185876660,4.000,1,17987426
2024,5,185876080,3.000,1,17987311
2024,5,185876626,0.250,1,17987418
2024,5,185876115,46.000,1,17987318
2024,8,185876680,1.000,9,17987428
2024,5,185876680,4.000,7,17987429
2024,2,189871228,16.790,1,18590132
2024,5,185876209,1.480,1,17987330
2024,5,187069404,3.000,1,18163926
2024,5,188568657,1.000,7,18395373
2024,2,188568669,0.760,1,18395376
2024,2,188570167,15.000,1,18395618
2024,5,187069484,2.620,1,18163953
2024,5,187069513,1.990,1,18163967
2024,5,187069562,0.800,1,18163979
2024,12,187069562,1.000,9,18163980
2024,5,187069572,1.000,1,18163984
2024,5,187069519,1.160,1,18163970
2024,2,187069558,2.700,1,18163978
2024,2,187069565,1.000,1,18163983
2024,5,187069534,2.000,1,18163975
2024,5,187069589,0.340,1,18163992
2024,5,187069592,8.200,1,18163993
2024,5,187069648,2.000,1,18164012
2024,5,187069597,1.000,1,18163994
2024,5,187069616,37.520,1,18164004
2024,12,187069644,37.000,1,18164011
2024,5,187069674,5.000,1,18164017
2024,12,187069682,1.000,1,18164018
2024,12,187069708,1.000,1,18164026
2024,5,188568715,0.660,1,18395388
2024,5,187069751,2.000,1,18164040
2024,12,187069718,3.500,1,18164030
2024,5,187069710,1.200,1,18164027
2024,5,187069750,10.200,1,18164039
2024,5,187069926,3.500,1,18164075
2024,5,187069943,0.500,1,18164076
2024,5,187069747,1.000,1,18164037
2024,12,187069747,3.940,1,18164038
2024,5,187069754,7.000,1,18164041
2024,5,187069821,1.500,1,18164052
2024,12,187069842,0.140,1,18164055
2024,5,187069854,19.000,1,18164056
2024,5,187069916,9.900,1,18164072
2024,5,187069899,4.000,1,18164066
2024,17,187069912,2.000,1,18164069
2024,5,187069912,2.600,1,18164070
2024,2,187069912,0.100,1,18164071
2024,5,187069956,14.000,1,18164077
2024,5,187069909,3.730,1,18164068
2024,5,187069922,2.000,1,18164074
2024,16,188568856,1.000,9,18395401
2024,12,188568876,1.000,9,18395404
2024,16,188570202,1.000,1,18395622
2024,5,188569611,3.100,1,18395527
2024,5,188568925,22.900,1,18395410
2024,5,188570246,31.000,1,18395627
2024,5,188568915,4.750,1,18395407
2024,5,188568993,1.000,1,18395425
2024,5,188568971,15.000,1,18395418
2024,12,188568976,1.000,1,18395419
2024,5,188570267,14.000,1,18395629
2024,12,188568998,0.300,1,18395427
2024,2,188568998,1.000,1,18395428
2024,5,188569045,1.000,1,18395436
2024,5,197035455,45.000,1,19595068
2024,2,197035455,4.280,1,19595069
2024,5,188570304,1.270,1,18395632
2024,5,188570348,0.750,1,18395634
2024,5,188569113,12.000,1,18395446
2024,16,188570399,29.000,9,18395639
2024,5,188570399,28.000,1,18395640
2024,5,188569116,12.850,1,18395447
2024,5,188569151,14.210,1,18395454
2024,5,188569173,0.500,1,18395456
2024,11,188569743,20.000,1,18395550
2024,5,188569743,2.620,1,18395551
2024,11,188569228,412.000,1,18395463
2024,5,188569228,422.000,1,18395464
2024,16,188570507,1.000,9,18395652
2024,5,188570507,25.190,1,18395653
2024,12,188570500,3.000,1,18395650
2024,8,188569241,41.000,9,18395469
2024,5,188569241,17.500,1,18395470
2024,12,188569274,8.000,1,18395479
2024,5,188569316,3.000,1,18395485
2024,12,188569316,4.500,1,18395486
2024,5,189871273,1.460,1,18590143
2024,12,188569335,2.400,1,18395494
2024,5,188569349,1.000,9,18395497
2024,5,188569398,20.000,1,18395503
2024,11,188569406,10.000,1,18395505
2024,5,188569406,5.000,9,18395506
2024,5,188569406,28.000,1,18395507
2024,5,188569421,1.030,1,18395510
2024,16,188570689,1.000,9,18395668
2024,5,188570689,2.000,9,18395669
2024,2,188569443,2.580,1,18395513
2024,12,189869825,4.560,1,18589804
2024,5,189871356,2.000,1,18590158
2024,5,189871395,2.000,1,18590165
2024,5,189871379,2.000,1,18590163
2024,5,189869859,5.000,1,18589811
2024,4,195465556,11.000,1,19386938
2024,5,195465569,3.000,1,19386940
2024,16,198947485,2.000,9,19881604
2024,5,198947485,5.000,1,19881605
2024,12,198947495,9.000,1,19881615
2024,4,198947495,2.000,1,19881616
2024,16,198947467,4.000,9,19881591
2024,5,198947467,18.000,1,19881592
2024,16,198947578,4.000,9,19881652
2024,5,198947578,1.000,1,19881653
2024,5,188581262,35.500,1,18398957
2024,5,188581353,1.000,9,18398969
2024,5,188581390,1.000,9,18398975
2024,5,188581390,23.500,1,18398976
2024,12,188581461,8.500,9,18398984
2024,12,188581461,2.500,1,18398985
2024,16,188581461,1.000,9,18398986
2024,5,188581476,62.000,1,18398991
2024,5,188581800,2.000,9,18399039
2024,12,188581530,1.000,1,18398996
2024,5,188581613,7.000,1,18399004
2024,5,188581546,8.000,1,18398999
2024,16,188581619,5.000,9,18399005
2024,12,188581782,6.500,1,18399033
2024,16,188581782,14.000,9,18399034
2024,4,188581782,4.000,1,18399035
2024,5,188581765,1.000,9,18399028
2024,12,188581742,1.360,1,18399023
2024,5,188581742,0.100,1,18399024
2024,5,188581776,10.890,1,18399032
2024,5,188581764,1.000,9,18399027
2024,16,188581859,64.000,9,18399053
2024,16,188581859,7.500,1,18399054
2024,5,188581859,4.000,1,18399055
2024,12,188581927,4.500,1,18399061
2024,2,188581851,0.800,1,18399048
2024,5,188581894,1.000,9,18399060
2024,5,188581941,1.000,9,18399065
2024,5,188581939,0.010,1,18399063
2024,12,188581854,1.000,9,18399050
2024,12,188581854,2.000,1,18399051
2024,12,188581964,1.500,1,18399069
2024,12,188582036,4.500,1,18399080
2024,5,188582036,5.000,1,18399081
2024,16,188582017,1.000,9,18399077
2024,16,188582017,0.300,1,18399078
2024,16,188582047,5.000,9,18399082
2024,5,188582101,1.000,9,18399096
2024,12,188582068,2.000,1,18399087
2024,5,188582048,1.000,9,18399083
2024,16,188582109,1.000,9,18399100
2024,2,188582109,1.000,1,18399101
2024,12,188582082,2.500,1,18399092
2024,16,188582082,3.000,1,18399093
2024,12,188582079,1.000,1,18399090
2024,5,188582169,2.000,9,18399110
2024,12,188582211,2.500,1,18399117
2024,4,188582211,4.000,1,18399118
2024,12,188582254,9.000,1,18399124
2024,5,188582254,1.000,1,18399125
2024,5,188582170,1.000,9,18399111
2024,2,188582131,0.700,1,18399103
2024,12,188582258,1.000,1,18399127
2024,12,188582263,12.500,1,18399131
2024,5,188582272,1.000,1,18399135
2024,5,188582280,45.000,1,18399136
2024,5,188582300,1.000,9,18399137
2024,5,188582269,1.000,9,18399134
2024,12,188582330,1.000,1,18399143
2024,12,188582268,5.000,1,18399133
2024,5,188582317,0.600,1,18399140
2024,12,188582331,1.500,1,18399144
2024,5,188582374,2.000,9,18399149
2024,5,198961325,3.500,1,19886206
2024,4,188582332,27.000,1,18399145
2024,5,188582319,1.000,9,18399141
2024,12,188582364,1.000,1,18399147
2024,5,188582377,1.000,1,18399150
2024,2,188582377,1.000,1,18399151
2024,12,188582420,3.000,1,18399158
2024,5,188582372,33.000,1,18399148
2024,12,188582425,3.800,1,18399159
2024,5,188582425,1.000,1,18399160
2024,12,188582402,2.670,1,18399156
2024,5,188582437,35.500,1,18399163
2024,5,188582316,29.000,1,18399139
2024,12,188582392,1.000,1,18399155
2024,17,188582388,1.000,9,18399152
2024,5,188582388,1.000,1,18399153
2024,2,188582388,6.000,1,18399154
2024,5,188582432,2.000,1,18399161
2024,12,188582499,0.500,1,18399174
2024,4,188582433,1.000,1,18399162
2024,12,188582414,0.300,1,18399157
2024,5,188582445,1.000,9,18399166
2024,12,188582460,11.000,1,18399167
2024,5,188582500,3.900,1,18399175
2024,5,188582561,1.000,9,18399181
2024,12,188582490,2.500,1,18399172
2024,2,188582469,1.000,9,18399170
2024,12,188582463,5.650,1,18399168
2024,5,188582463,8.000,1,18399169
2024,5,188582543,69.500,1,18399179
2024,12,188582538,1.000,1,18399176
2024,2,188582538,4.000,1,18399177
2024,5,188582556,9.500,1,18399180
2024,5,188582487,1.000,9,18399171
2024,12,188582493,3.700,1,18399173
2024,12,189877446,1.500,1,18591900
2024,12,189877479,62.500,1,18591907
2024,16,189877479,45.000,9,18591908
2024,5,189877591,13.000,1,18591934
2024,5,189877596,4.920,1,18591935
2024,12,189877881,3.500,1,18591992
2024,5,189877881,10.000,1,18591993
2024,4,189877881,2.000,1,18591994
2024,12,189877641,3.400,1,18591943
2024,16,189877641,3.000,9,18591944
2024,4,189877641,0.500,1,18591945
2024,12,189877677,2.000,1,18591955
2024,16,189877657,6.000,1,18591949
2024,5,189871398,30.000,1,18590166
2024,5,189869902,9.000,1,18589820
2024,16,189869939,0.100,1,18589826
2024,5,190712873,1.000,9,18711038
2024,2,190712886,0.500,1,18711041
2024,5,189870478,21.000,1,18589938
2024,5,189871411,1.540,1,18590169
2024,5,189870100,5.000,1,18589869
2024,12,189870100,0.500,1,18589870
2024,5,189870076,15.840,1,18589853
2024,16,197035475,2.000,9,19595071
2024,5,197035475,3.000,1,19595072
2024,5,189870158,1.000,9,18589886
2024,5,189870906,5.000,1,18590045
2024,2,189870906,0.200,1,18590046
2024,5,189870163,2.500,1,18589888
2024,5,189870183,5.500,1,18589895
2024,5,189870201,1.000,1,18589898
2024,5,189871608,2.000,1,18590194
2024,5,189871026,45.100,1,18590088
2024,5,189870333,3.180,1,18589912
2024,12,189870360,0.700,1,18589917
2024,5,189870453,1.300,1,18589925
2024,5,190712960,2.000,9,18711062
2024,5,190713008,6.000,1,18711072
2024,16,190713034,1.000,9,18711074
2024,5,190713127,0.750,1,18711092
2024,5,190713066,4.100,1,18711080
2024,5,190713075,8.730,1,18711082
2024,5,190713036,38.000,1,18711075
2024,5,190713148,4.850,1,18711096
2024,12,190713834,1.960,1,18711233
2024,5,190713109,1.000,1,18711085
2024,5,190713117,1.500,1,18711087
2024,12,190713117,2.500,1,18711088
2024,5,190713147,6.000,1,18711095
2024,5,190713160,7.390,1,18711097
2024,12,190713160,1.720,1,18711098
2024,12,190713183,1.000,1,18711101
2024,16,190713323,0.050,1,18711118
2024,5,190713324,4.000,1,18711119
2024,12,190713365,0.500,1,18711124
2024,5,190713368,3.450,1,18711125
2024,5,190713376,6.520,1,18711129
2024,12,190713376,2.000,1,18711130
2024,5,194016370,2.000,1,19197735
2024,5,194016394,3.000,9,19197739
2024,5,194016405,1.630,1,19197747
2024,2,194016405,1.200,1,19197748
2024,8,194016402,5.000,1,19197742
2024,11,194016402,8.000,1,19197743
2024,16,194016442,1.000,9,19197754
2024,16,194016403,1.000,9,19197745
2024,12,194016403,6.000,1,19197746
2024,2,194016505,4.350,1,19197760
2024,5,194016615,1.660,1,19197784
2024,2,194016629,1.280,1,19197786
2024,16,198948379,2.000,9,19881981
2024,5,198948379,2.700,1,19881982
2024,12,194016669,1.460,1,19197792
2024,5,194016685,2.000,1,19197795
2024,12,194016685,84.000,1,19197796
2024,5,194016694,6.980,1,19197797
2024,12,194016756,0.940,1,19197807
2024,5,194016790,11.590,1,19197812
2024,2,194016815,2.000,1,19197818
2024,5,194016850,0.480,1,19197828
2024,2,194016812,2.000,1,19197815
2024,5,194017425,3.540,1,19197950
2024,5,194017474,1.000,1,19197967
2024,5,194017388,0.690,1,19197936
2024,5,194016977,3.000,1,19197848
2024,16,194017024,105.000,9,19197853
2024,12,194017024,0.600,1,19197854
2024,2,194017024,0.500,1,19197855
2024,5,194016994,0.500,1,19197850
2024,16,197035626,14.000,9,19595113
2024,12,197035573,1.000,1,19595099
2024,12,197035632,0.400,1,19595115
2024,5,197035635,12.000,4,19595118
2024,5,197035648,1.000,1,19595119
2024,16,197035679,0.010,1,19595125
2024,5,197035679,3.000,9,19595126
2024,12,197035772,8.020,1,19595140
2024,5,197035704,1.000,9,19595130
2024,5,197035714,1.000,9,19595132
2024,5,197035692,1.000,9,19595128
2024,12,197035718,9.000,9,19595134
2024,11,197036496,2.380,1,19595323
2024,5,197036496,12.390,1,19595324
