data_year,weapon_id,offense_id,nibrs_weapon_id
2024,42,243956213,
2024,41,234168877,
2024,41,234168995,
2024,41,234169032,
2024,41,234168963,
2024,41,234168980,
2024,41,234169012,
2024,41,234169022,
2024,41,235341146,
2024,42,235341210,
2024,38,235341265,
2024,41,235341260,
2024,42,243956321,
2024,41,235341250,
2024,38,235341222,
2024,41,239863982,
2024,41,239863847,
2024,41,239863932,
2024,41,239863999,
2024,42,241824434,
2024,41,239863950,
2024,42,243956324,
2024,41,239863991,
2024,41,239864097,
2024,42,243956408,
2024,41,239864162,
2024,31,239864083,
2024,31,239864123,
2024,41,239864183,
2024,42,241824450,
2024,41,241824565,
2024,5,241824566,
2024,42,243956300,
2024,41,241824525,
2024,5,235340191,
2024,42,235338796,
2024,41,235338804,
2024,42,235338822,
2024,41,235338815,
2024,41,235338880,
2024,42,235338864,
2024,42,235338839,
2024,42,235339003,
2024,42,235338873,
2024,42,235338917,
2024,1,235340263,
2024,41,235338962,
2024,41,235338985,
2024,41,235339155,
2024,41,235339102,
2024,41,235339153,
2024,41,235339247,
2024,41,235340306,
2024,42,235339277,
2024,42,235339269,
2024,41,235339219,
2024,41,235339249,
2024,1,235339472,
2024,41,224080678,
2024,41,235339525,
2024,41,235339560,
2024,42,235339445,
2024,21,235339438,
2024,42,235339490,
2024,41,235339529,
2024,42,235339650,
2024,42,235339684,
2024,38,235339508,
2024,41,235339744,
2024,41,235339520,
2024,41,235339577,
2024,42,235339629,
2024,38,235339605,
2024,41,235339646,
2024,38,235339660,
2024,41,224085451,
2024,41,235339705,
2024,42,235339801,
2024,42,235339776,
2024,41,235339830,
2024,42,235339873,
2024,42,235339771,
2024,42,235339876,
2024,41,235339936,
2024,41,235339973,
2024,41,235340025,
2024,41,235339853,
2024,37,243952422,
2024,42,235339964,
2024,38,235340032,
2024,41,235340028,
2024,41,235339981,
2024,41,235340034,
2024,41,235340055,
2024,41,235340105,
2024,21,235340143,
2024,42,235340015,
2024,42,235340243,
2024,41,235340264,
2024,41,224085545,
2024,1,235340257,
2024,41,235340330,
